time,gFx,gFy,gFz,TgF
8.628000,-0.0167,-0.0220,1.0280,1.028
8.648000,-0.0147,-0.0200,1.0378,1.038
8.650000,-0.0128,-0.0200,1.0378,1.038
8.651000,-0.0186,-0.0220,1.0300,1.030
8.651000,-0.0147,-0.0181,1.0222,1.022
8.653000,-0.0147,-0.0161,1.0144,1.015
8.661000,-0.0128,-0.0122,1.0320,1.032
8.663000,-0.0167,-0.0181,1.0300,1.030
8.683000,-0.0128,-0.0181,1.0105,1.011
8.685000,-0.0147,-0.0142,1.0222,1.022
8.685000,-0.0069,-0.0200,1.0241,1.024
8.685000,-0.0108,-0.0142,1.0144,1.015
8.688000,-0.0089,-0.0122,1.0163,1.016
8.692000,-0.0089,-0.0200,1.0320,1.032
8.697000,0.0009,-0.0103,1.0144,1.014
8.702000,-0.0108,-0.0122,1.0202,1.020
8.707000,-0.0089,-0.0181,1.0183,1.018
8.712000,-0.0089,-0.0161,1.0280,1.028
8.724000,-0.0147,-0.0161,1.0163,1.017
8.727000,-0.0206,-0.0181,1.0280,1.028
8.727000,-0.0147,-0.0181,1.0398,1.040
8.734000,-0.0284,-0.0161,1.0261,1.027
8.751000,-0.0304,-0.0220,1.0378,1.038
8.752000,-0.0245,-0.0220,1.0339,1.034
8.753000,-0.0343,-0.0279,1.0456,1.047
8.753000,-0.0323,-0.0200,1.0280,1.029
8.756000,-0.0245,-0.0161,1.0339,1.034
8.761000,-0.0206,-0.0220,1.0359,1.036
8.767000,-0.0167,-0.0181,1.0437,1.044
8.771000,-0.0167,-0.0181,1.0378,1.038
8.776000,-0.0128,-0.0200,1.0378,1.038
8.781000,-0.0147,-0.0181,1.0417,1.042
8.785000,-0.0225,-0.0200,1.0398,1.040
8.790000,-0.0128,-0.0220,1.0280,1.028
8.795000,-0.0069,-0.0161,1.0183,1.018
8.802000,-0.0186,-0.0220,1.0280,1.028
8.805000,-0.0206,-0.0220,1.0320,1.032
8.810000,-0.0167,-0.0161,1.0320,1.032
8.815000,-0.0206,-0.0200,1.0359,1.036
8.828000,-0.0147,-0.0200,1.0339,1.034
8.829000,-0.0128,-0.0200,1.0280,1.028
8.830000,-0.0167,-0.0220,1.0339,1.034
8.859000,-0.0206,-0.0220,1.0359,1.036
8.860000,-0.0186,-0.0220,1.0398,1.040
8.861000,-0.0186,-0.0239,1.0359,1.036
8.861000,-0.0265,-0.0220,1.0339,1.034
8.862000,-0.0167,-0.0220,1.0241,1.025
8.862000,-0.0206,-0.0220,1.0241,1.025
8.864000,-0.0147,-0.0259,1.0300,1.030
8.869000,-0.0167,-0.0200,1.0359,1.036
8.874000,-0.0108,-0.0259,1.0280,1.028
8.879000,-0.0186,-0.0200,1.0320,1.032
8.885000,-0.0206,-0.0239,1.0241,1.025
8.889000,-0.0206,-0.0279,1.0261,1.027
8.895000,-0.0206,-0.0259,1.0339,1.034
8.899000,-0.0186,-0.0239,1.0300,1.030
8.904000,-0.0167,-0.0259,1.0417,1.042
8.908000,-0.0225,-0.0298,1.0359,1.037
8.914000,-0.0206,-0.0259,1.0417,1.042
8.928000,-0.0167,-0.0298,1.0378,1.038
8.930000,-0.0186,-0.0220,1.0437,1.044
8.931000,-0.0206,-0.0220,1.0320,1.032
8.963000,-0.0186,-0.0239,1.0359,1.036
8.965000,-0.0245,-0.0239,1.0241,1.025
8.965000,-0.0225,-0.0220,1.0280,1.029
8.966000,-0.0167,-0.0220,1.0202,1.021
8.966000,-0.0284,-0.0181,1.0417,1.042
8.967000,-0.0225,-0.0220,1.0320,1.032
8.968000,-0.0147,-0.0181,1.0241,1.024
8.968000,-0.0206,-0.0181,1.0241,1.025
8.973000,-0.0225,-0.0181,1.0359,1.036
8.977000,-0.0147,-0.0239,1.0261,1.026
8.982000,-0.0186,-0.0200,1.0339,1.034
8.987000,-0.0147,-0.0239,1.0378,1.038
8.992000,-0.0128,-0.0181,1.0300,1.030
8.997000,-0.0128,-0.0200,1.0320,1.032
9.002000,-0.0186,-0.0161,1.0222,1.022
9.007000,-0.0089,-0.0181,1.0261,1.026
9.011000,-0.0089,-0.0142,1.0183,1.018
9.019000,-0.0049,-0.0142,1.0222,1.022
9.022000,-0.0225,-0.0181,1.0241,1.025
9.027000,-0.0147,-0.0200,1.0241,1.024
9.032000,-0.0167,-0.0200,1.0241,1.024
9.046000,-0.0225,-0.0161,1.0261,1.026
9.047000,-0.0225,-0.0161,1.0183,1.019
9.048000,-0.0206,-0.0161,1.0241,1.024
9.088000,-0.0186,-0.0200,1.0222,1.023
9.089000,-0.0167,-0.0161,1.0241,1.024
9.090000,-0.0225,-0.0181,1.0144,1.015
9.091000,-0.0245,-0.0161,1.0378,1.038
9.091000,-0.0206,-0.0161,1.0241,1.024
9.092000,-0.0206,-0.0161,1.0339,1.034
9.092000,-0.0206,-0.0142,1.0163,1.017
9.093000,-0.0108,-0.0122,1.0222,1.022
9.094000,-0.0167,-0.0122,1.0241,1.024
9.096000,-0.0128,-0.0142,1.0183,1.018
9.102000,-0.0147,-0.0181,1.0300,1.030
9.105000,-0.0069,-0.0200,1.0163,1.017
9.110000,-0.0167,-0.0220,1.0359,1.036
9.114000,-0.0049,-0.0142,1.0241,1.024
9.125000,-0.0128,-0.0200,1.0320,1.032
9.126000,-0.0108,-0.0161,1.0280,1.028
9.130000,-0.0186,-0.0200,1.0339,1.034
9.150000,-0.0147,-0.0181,1.0437,1.044
9.152000,-0.0284,-0.0239,1.0378,1.038
9.153000,-0.0186,-0.0200,1.0437,1.044
9.153000,-0.0206,-0.0239,1.0320,1.032
9.155000,-0.0225,-0.0200,1.0378,1.038
9.159000,-0.0167,-0.0200,1.0280,1.028
9.164000,-0.0245,-0.0239,1.0398,1.040
9.169000,-0.0225,-0.0259,1.0300,1.031
9.175000,-0.0304,-0.0220,1.0359,1.037
9.179000,-0.0225,-0.0259,1.0398,1.040
9.185000,-0.0304,-0.0279,1.0456,1.046
9.189000,-0.0225,-0.0279,1.0359,1.036
9.194000,-0.0206,-0.0259,1.0437,1.044
9.198000,-0.0147,-0.0337,1.0320,1.033
9.204000,-0.0089,-0.0279,1.0261,1.027
9.208000,-0.0108,-0.0220,1.0222,1.022
9.214000,-0.0128,-0.0200,1.0359,1.036
9.227000,-0.0089,-0.0200,1.0300,1.030
9.229000,-0.0206,-0.0181,1.0320,1.032
9.229000,-0.0147,-0.0200,1.0378,1.038
9.235000,-0.0108,-0.0161,1.0300,1.030
9.263000,-0.0128,-0.0161,1.0280,1.028
9.264000,-0.0167,-0.0161,1.0437,1.044
9.265000,-0.0147,-0.0181,1.0280,1.028
9.265000,-0.0108,-0.0220,1.0320,1.032
9.266000,-0.0206,-0.0181,1.0320,1.032
9.266000,-0.0147,-0.0200,1.0280,1.028
9.269000,-0.0167,-0.0220,1.0300,1.030
9.272000,-0.0089,-0.0259,1.0339,1.034
9.277000,-0.0206,-0.0220,1.0202,1.021
9.282000,-0.0128,-0.0220,1.0183,1.019
9.287000,-0.0147,-0.0220,1.0222,1.023
9.292000,-0.0089,-0.0161,1.0261,1.026
9.297000,-0.0089,-0.0122,1.0183,1.018
9.302000,-0.0128,-0.0161,1.0202,1.020
9.308000,-0.0089,-0.0122,1.0183,1.018
9.312000,-0.0147,-0.0161,1.0183,1.019
9.317000,-0.0089,-0.0142,1.0183,1.018
9.322000,-0.0245,-0.0220,1.0222,1.023
9.326000,-0.0147,-0.0181,1.0300,1.030
9.331000,-0.0167,-0.0161,1.0280,1.028
9.341000,-0.0225,-0.0142,1.0183,1.019
9.343000,-0.0128,-0.0122,1.0300,1.030
9.346000,-0.0147,-0.0200,1.0183,1.019
9.351000,-0.0147,-0.0239,1.0163,1.017
9.374000,-0.0069,-0.0161,1.0183,1.018
9.375000,-0.0186,-0.0181,1.0183,1.019
9.376000,-0.0147,-0.0161,1.0202,1.020
9.376000,-0.0186,-0.0200,1.0222,1.023
9.377000,-0.0186,-0.0239,1.0339,1.034
9.381000,-0.0206,-0.0220,1.0378,1.038
9.389000,-0.0069,-0.0181,1.0183,1.018
9.391000,-0.0128,-0.0181,1.0241,1.024
9.395000,-0.0186,-0.0142,1.0202,1.020
9.404000,-0.0128,-0.0142,1.0320,1.032
9.405000,-0.0206,-0.0200,1.0241,1.025
9.411000,-0.0128,-0.0142,1.0261,1.026
9.416000,-0.0186,-0.0161,1.0163,1.017
9.427000,-0.0128,-0.0181,1.0222,1.022
9.428000,-0.0069,-0.0161,1.0320,1.032
9.431000,-0.0128,-0.0161,1.0261,1.026
9.435000,-0.0049,-0.0142,1.0222,1.022
9.462000,-0.0147,-0.0181,1.0280,1.028
9.463000,-0.0089,-0.0161,1.0163,1.016
9.464000,-0.0167,-0.0200,1.0359,1.036
9.465000,-0.0186,-0.0220,1.0339,1.034
9.465000,-0.0225,-0.0239,1.0280,1.029
9.466000,-0.0206,-0.0298,1.0359,1.037
9.475000,-0.0245,-0.0220,1.0398,1.040
9.476000,-0.0265,-0.0239,1.0300,1.031
9.479000,-0.0225,-0.0259,1.0398,1.040
9.486000,-0.0245,-0.0259,1.0398,1.040
9.488000,-0.0245,-0.0279,1.0222,1.023
9.493000,-0.0284,-0.0259,1.0339,1.035
9.498000,-0.0225,-0.0337,1.0280,1.029
9.504000,-0.0245,-0.0279,1.0320,1.033
9.509000,-0.0206,-0.0220,1.0241,1.025
9.513000,-0.0245,-0.0259,1.0241,1.025
9.529000,-0.0245,-0.0259,1.0398,1.040
9.530000,-0.0167,-0.0200,1.0320,1.032
9.531000,-0.0167,-0.0220,1.0222,1.023
9.536000,-0.0186,-0.0200,1.0398,1.040
9.546000,-0.0147,-0.0200,1.0359,1.036
9.547000,-0.0147,-0.0220,1.0280,1.028
9.547000,-0.0206,-0.0259,1.0280,1.029
9.566000,-0.0128,-0.0220,1.0280,1.028
9.567000,-0.0049,-0.0259,1.0320,1.032
9.568000,-0.0147,-0.0259,1.0300,1.030
9.568000,-0.0128,-0.0279,1.0378,1.038
9.572000,-0.0186,-0.0239,1.0398,1.040
9.577000,-0.0147,-0.0239,1.0456,1.046
9.581000,-0.0128,-0.0259,1.0417,1.042
9.586000,-0.0108,-0.0181,1.0261,1.026
9.591000,-0.0089,-0.0181,1.0241,1.024
9.596000,-0.0108,-0.0181,1.0378,1.038
9.603000,-0.0108,-0.0142,1.0300,1.030
9.606000,-0.0147,-0.0161,1.0417,1.042
9.611000,-0.0167,-0.0200,1.0241,1.024
9.616000,-0.0206,-0.0142,1.0280,1.028
9.621000,-0.0245,-0.0122,1.0339,1.034
9.626000,-0.0167,-0.0122,1.0280,1.028
9.630000,-0.0284,-0.0181,1.0222,1.023
9.643000,-0.0206,-0.0122,1.0202,1.021
9.644000,-0.0206,-0.0200,1.0300,1.030
9.646000,-0.0206,-0.0142,1.0144,1.015
9.650000,-0.0167,-0.0161,1.0241,1.024
9.676000,-0.0108,-0.0142,1.0241,1.024
9.677000,-0.0147,-0.0200,1.0144,1.015
9.678000,-0.0186,-0.0181,1.0320,1.032
9.678000,-0.0167,-0.0181,1.0183,1.019
9.679000,-0.0225,-0.0161,1.0300,1.030
9.680000,-0.0167,-0.0142,1.0144,1.015
9.686000,-0.0167,-0.0103,1.0105,1.011
9.690000,-0.0225,-0.0181,1.0124,1.013
9.695000,-0.0108,-0.0181,1.0280,1.028
9.700000,-0.0225,-0.0161,1.0222,1.023
9.704000,-0.0245,-0.0220,1.0300,1.031
9.709000,-0.0284,-0.0181,1.0183,1.019
9.714000,-0.0245,-0.0161,1.0320,1.032
9.727000,-0.0245,-0.0220,1.0241,1.025
9.728000,-0.0245,-0.0161,1.0183,1.019
9.730000,-0.0186,-0.0181,1.0241,1.024
9.734000,-0.0206,-0.0200,1.0359,1.036
9.756000,-0.0206,-0.0239,1.0241,1.025
9.758000,-0.0128,-0.0200,1.0222,1.022
9.758000,-0.0108,-0.0181,1.0222,1.022
9.759000,-0.0128,-0.0220,1.0261,1.026
9.760000,-0.0128,-0.0239,1.0300,1.030
9.763000,-0.0128,-0.0239,1.0261,1.026
9.769000,-0.0167,-0.0220,1.0280,1.028
9.774000,-0.0245,-0.0298,1.0398,1.040
9.778000,-0.0147,-0.0239,1.0280,1.028
9.783000,-0.0245,-0.0181,1.0359,1.036
9.788000,-0.0323,-0.0259,1.0241,1.025
9.793000,-0.0304,-0.0239,1.0300,1.031
9.798000,-0.0225,-0.0239,1.0320,1.032
9.804000,-0.0304,-0.0259,1.0300,1.031
9.808000,-0.0343,-0.0279,1.0456,1.047
9.813000,-0.0343,-0.0220,1.0417,1.043
9.818000,-0.0265,-0.0259,1.0300,1.031
9.824000,-0.0284,-0.0200,1.0417,1.042
9.828000,-0.0225,-0.0181,1.0378,1.038
9.832000,-0.0167,-0.0200,1.0300,1.030
9.844000,-0.0186,-0.0220,1.0261,1.026
9.845000,-0.0186,-0.0220,1.0476,1.048
9.868000,-0.0069,-0.0181,1.0300,1.030
9.870000,-0.0108,-0.0181,1.0339,1.034
9.870000,-0.0186,-0.0200,1.0398,1.040
9.871000,-0.0108,-0.0200,1.0398,1.040
9.872000,-0.0206,-0.0220,1.0378,1.038
9.874000,-0.0167,-0.0259,1.0320,1.032
9.877000,-0.0147,-0.0200,1.0202,1.021
9.882000,-0.0167,-0.0220,1.0261,1.026
9.888000,-0.0128,-0.0220,1.0222,1.022
9.892000,-0.0128,-0.0220,1.0300,1.030
9.896000,-0.0108,-0.0220,1.0359,1.036
9.901000,-0.0128,-0.0220,1.0261,1.026
9.906000,-0.0108,-0.0220,1.0320,1.032
9.913000,-0.0049,-0.0239,1.0339,1.034
9.927000,-0.0128,-0.0181,1.0339,1.034
9.929000,-0.0069,-0.0200,1.0300,1.030
9.929000,-0.0030,-0.0161,1.0320,1.032
9.931000,-0.0147,-0.0161,1.0241,1.024
9.961000,-0.0128,-0.0161,1.0300,1.030
9.963000,-0.0030,-0.0142,1.0300,1.030
9.963000,-0.0206,-0.0200,1.0241,1.025
9.964000,-0.0167,-0.0181,1.0339,1.034
9.965000,-0.0128,-0.0103,1.0359,1.036
9.965000,-0.0186,-0.0142,1.0339,1.034
9.966000,-0.0206,-0.0122,1.0300,1.030
9.972000,-0.0147,-0.0161,1.0300,1.030
9.975000,-0.0186,-0.0103,1.0241,1.024
9.980000,-0.0108,-0.0161,1.0339,1.034
9.985000,-0.0128,-0.0122,1.0202,1.020
9.990000,-0.0089,-0.0142,1.0241,1.024
9.994000,-0.0089,-0.0161,1.0144,1.015
10.003000,-0.0069,-0.0181,1.0339,1.034
10.005000,-0.0069,-0.0200,1.0241,1.024
10.011000,-0.0108,-0.0181,1.0320,1.032
10.014000,-0.0108,-0.0220,1.0320,1.032
10.024000,-0.0167,-0.0181,1.0339,1.034
10.028000,-0.0108,-0.0161,1.0222,1.022
10.029000,-0.0089,-0.0161,1.0241,1.024
10.034000,-0.0186,-0.0220,1.0320,1.032
10.054000,-0.0186,-0.0161,1.0280,1.028
10.055000,-0.0186,-0.0220,1.0202,1.021
10.055000,-0.0186,-0.0200,1.0163,1.017
10.057000,-0.0265,-0.0239,1.0261,1.027
10.060000,-0.0245,-0.0200,1.0300,1.030
10.063000,-0.0245,-0.0259,1.0339,1.035
10.068000,-0.0225,-0.0220,1.0183,1.019
10.086000,-0.0284,-0.0220,1.0339,1.035
10.088000,-0.0206,-0.0259,1.0359,1.036
10.088000,-0.0206,-0.0298,1.0261,1.027
10.089000,-0.0186,-0.0259,1.0222,1.023
10.094000,-0.0186,-0.0279,1.0183,1.019
10.098000,-0.0245,-0.0239,1.0280,1.029
10.105000,-0.0245,-0.0200,1.0339,1.034
10.107000,-0.0265,-0.0220,1.0339,1.034
10.112000,-0.0284,-0.0161,1.0261,1.027
10.117000,-0.0265,-0.0181,1.0378,1.038
10.124000,-0.0245,-0.0181,1.0339,1.034
10.128000,-0.0265,-0.0220,1.0300,1.031
10.132000,-0.0265,-0.0200,1.0359,1.036
10.145000,-0.0186,-0.0200,1.0398,1.040
10.155000,-0.0206,-0.0161,1.0320,1.032
10.156000,-0.0225,-0.0239,1.0359,1.036
10.156000,-0.0186,-0.0181,1.0280,1.028
10.157000,-0.0108,-0.0161,1.0261,1.026
10.171000,-0.0128,-0.0239,1.0417,1.042
10.172000,-0.0186,-0.0200,1.0280,1.028
10.173000,-0.0225,-0.0200,1.0378,1.038
10.177000,-0.0089,-0.0181,1.0241,1.024
10.181000,-0.0128,-0.0142,1.0359,1.036
10.188000,-0.0069,-0.0161,1.0261,1.026
10.191000,-0.0167,-0.0103,1.0280,1.028
10.196000,-0.0147,-0.0122,1.0183,1.018
10.201000,-0.0206,-0.0181,1.0378,1.038
10.207000,-0.0225,-0.0122,1.0222,1.023
10.212000,-0.0206,-0.0161,1.0261,1.026
10.216000,-0.0304,-0.0161,1.0222,1.023
10.229000,-0.0265,-0.0161,1.0280,1.029
10.230000,-0.0186,-0.0142,1.0222,1.022
10.231000,-0.0206,-0.0181,1.0222,1.023
10.236000,-0.0265,-0.0200,1.0144,1.015
10.262000,-0.0167,-0.0200,1.0320,1.032
10.263000,-0.0128,-0.0161,1.0202,1.020
10.264000,-0.0089,-0.0161,1.0241,1.024
10.264000,-0.0049,-0.0142,1.0202,1.020
10.265000,-0.0069,-0.0161,1.0241,1.024
10.265000,-0.0089,-0.0181,1.0300,1.030
10.273000,-0.0089,-0.0122,1.0261,1.026
10.275000,-0.0108,-0.0200,1.0183,1.019
10.280000,-0.0108,-0.0181,1.0241,1.024
10.285000,-0.0147,-0.0239,1.0339,1.034
10.290000,-0.0128,-0.0122,1.0202,1.020
10.295000,-0.0147,-0.0200,1.0320,1.032
10.300000,-0.0108,-0.0200,1.0300,1.030
10.305000,-0.0167,-0.0181,1.0378,1.038
10.309000,-0.0147,-0.0200,1.0320,1.032
10.315000,-0.0108,-0.0161,1.0202,1.020
10.319000,-0.0186,-0.0181,1.0280,1.028
10.324000,-0.0186,-0.0142,1.0339,1.034
10.330000,-0.0128,-0.0239,1.0339,1.034
10.334000,-0.0206,-0.0239,1.0300,1.030
10.348000,-0.0128,-0.0220,1.0280,1.028
10.349000,-0.0147,-0.0239,1.0241,1.025
10.379000,-0.0128,-0.0220,1.0183,1.019
10.381000,-0.0128,-0.0259,1.0183,1.019
10.381000,-0.0206,-0.0220,1.0280,1.028
10.382000,-0.0147,-0.0259,1.0280,1.028
10.382000,-0.0265,-0.0181,1.0144,1.015
10.382000,-0.0304,-0.0220,1.0280,1.029
10.383000,-0.0167,-0.0279,1.0222,1.023
10.383000,-0.0225,-0.0259,1.0280,1.029
10.389000,-0.0147,-0.0259,1.0339,1.034
10.393000,-0.0206,-0.0220,1.0339,1.034
10.398000,-0.0186,-0.0200,1.0261,1.026
10.403000,-0.0225,-0.0239,1.0241,1.025
10.407000,-0.0167,-0.0220,1.0222,1.023
10.413000,-0.0147,-0.0181,1.0183,1.019
10.417000,-0.0186,-0.0220,1.0280,1.028
10.428000,-0.0284,-0.0200,1.0202,1.021
10.429000,-0.0147,-0.0200,1.0261,1.026
10.436000,-0.0167,-0.0181,1.0241,1.024
10.456000,-0.0147,-0.0181,1.0241,1.024
10.457000,-0.0108,-0.0181,1.0378,1.038
10.457000,-0.0089,-0.0181,1.0300,1.030
10.458000,-0.0206,-0.0220,1.0300,1.030
10.458000,-0.0128,-0.0161,1.0280,1.028
10.462000,-0.0186,-0.0161,1.0437,1.044
10.467000,-0.0186,-0.0161,1.0280,1.028
10.473000,-0.0128,-0.0161,1.0202,1.020
10.477000,-0.0167,-0.0181,1.0202,1.021
10.482000,-0.0030,-0.0142,1.0183,1.018
10.486000,-0.0069,-0.0142,1.0261,1.026
10.492000,-0.0167,-0.0220,1.0261,1.026
10.496000,-0.0147,-0.0200,1.0202,1.021
10.501000,-0.0265,-0.0181,1.0378,1.038
10.506000,-0.0147,-0.0161,1.0359,1.036
10.511000,-0.0186,-0.0181,1.0339,1.034
10.516000,-0.0069,-0.0103,1.0202,1.020
10.521000,-0.0167,-0.0142,1.0183,1.019
10.526000,-0.0186,-0.0181,1.0261,1.026
10.531000,-0.0206,-0.0161,1.0339,1.034
10.536000,-0.0167,-0.0200,1.0222,1.023
10.550000,-0.0167,-0.0122,1.0163,1.017
10.552000,-0.0128,-0.0161,1.0241,1.024
10.553000,-0.0128,-0.0122,1.0202,1.020
10.582000,-0.0128,-0.0142,1.0222,1.022
10.585000,-0.0147,-0.0142,1.0280,1.028
10.585000,-0.0186,-0.0161,1.0320,1.032
10.586000,-0.0089,-0.0161,1.0359,1.036
10.587000,-0.0108,-0.0122,1.0261,1.026
10.587000,-0.0049,-0.0161,1.0202,1.020
10.588000,-0.0147,-0.0122,1.0359,1.036
10.590000,-0.0128,-0.0122,1.0300,1.030
10.594000,-0.0128,-0.0122,1.0359,1.036
10.600000,-0.0167,-0.0142,1.0261,1.026
10.607000,-0.0265,-0.0220,1.0359,1.036
10.609000,-0.0108,-0.0200,1.0339,1.034
10.614000,-0.0147,-0.0161,1.0183,1.019
10.619000,-0.0128,-0.0161,1.0280,1.028
10.625000,-0.0206,-0.0181,1.0320,1.032
10.629000,-0.0147,-0.0220,1.0202,1.021
10.634000,-0.0186,-0.0220,1.0241,1.025
10.646000,-0.0206,-0.0259,1.0280,1.029
10.648000,-0.0147,-0.0200,1.0222,1.022
10.649000,-0.0069,-0.0220,1.0222,1.022
10.656000,-0.0128,-0.0239,1.0124,1.013
10.678000,-0.0128,-0.0181,1.0320,1.032
10.680000,-0.0089,-0.0200,1.0241,1.024
10.680000,-0.0108,-0.0181,1.0280,1.028
10.681000,-0.0089,-0.0220,1.0222,1.022
10.681000,-0.0206,-0.0239,1.0222,1.023
10.685000,-0.0147,-0.0200,1.0183,1.019
10.688000,-0.0245,-0.0239,1.0241,1.025
10.693000,-0.0186,-0.0200,1.0163,1.017
10.698000,-0.0108,-0.0181,1.0222,1.022
10.703000,-0.0167,-0.0142,1.0163,1.017
10.708000,-0.0245,-0.0161,1.0241,1.025
10.713000,-0.0128,-0.0142,1.0163,1.016
10.718000,-0.0206,-0.0181,1.0202,1.021
10.725000,-0.0128,-0.0200,1.0222,1.022
10.728000,-0.0108,-0.0220,1.0261,1.026
10.733000,-0.0186,-0.0161,1.0222,1.022
10.737000,-0.0167,-0.0161,1.0300,1.030
10.747000,-0.0147,-0.0200,1.0222,1.022
10.748000,-0.0128,-0.0142,1.0222,1.022
10.756000,-0.0147,-0.0181,1.0202,1.020
10.777000,-0.0128,-0.0181,1.0241,1.024
10.779000,-0.0128,-0.0103,1.0124,1.013
10.779000,-0.0049,-0.0142,1.0241,1.024
10.780000,-0.0089,-0.0142,1.0222,1.022
10.781000,-0.0030,-0.0142,1.0183,1.018
10.782000,-0.0108,-0.0161,1.0300,1.030
10.787000,-0.0108,-0.0103,1.0359,1.036
10.792000,-0.0167,-0.0161,1.0280,1.028
10.797000,-0.0167,-0.0181,1.0320,1.032
10.802000,-0.0167,-0.0161,1.0280,1.028
10.807000,-0.0147,-0.0142,1.0241,1.024
10.812000,-0.0069,-0.0103,1.0163,1.016
10.816000,-0.0225,-0.0122,1.0398,1.040
10.822000,-0.0108,-0.0161,1.0202,1.020
10.826000,-0.0186,-0.0200,1.0261,1.026
10.831000,-0.0147,-0.0161,1.0202,1.020
10.836000,-0.0186,-0.0161,1.0261,1.026
10.849000,-0.0089,-0.0200,1.0183,1.019
10.850000,-0.0167,-0.0142,1.0202,1.020
10.851000,-0.0147,-0.0142,1.0124,1.013
10.874000,-0.0167,-0.0142,1.0222,1.022
10.875000,-0.0147,-0.0161,1.0241,1.024
10.876000,-0.0206,-0.0200,1.0359,1.036
10.876000,-0.0206,-0.0122,1.0320,1.032
10.877000,-0.0147,-0.0181,1.0359,1.036
10.880000,-0.0167,-0.0161,1.0261,1.026
10.886000,-0.0147,-0.0122,1.0241,1.024
10.890000,-0.0108,-0.0161,1.0261,1.026
10.895000,-0.0225,-0.0220,1.0359,1.036
10.900000,-0.0206,-0.0220,1.0280,1.028
10.905000,-0.0167,-0.0239,1.0320,1.032
10.910000,-0.0049,-0.0200,1.0378,1.038
10.915000,-0.0167,-0.0220,1.0280,1.028
10.920000,-0.0206,-0.0259,1.0280,1.029
10.925000,-0.0128,-0.0220,1.0280,1.028
10.929000,-0.0108,-0.0239,1.0378,1.038
10.934000,-0.0167,-0.0298,1.0222,1.023
10.947000,-0.0108,-0.0259,1.0300,1.030
10.949000,-0.0147,-0.0239,1.0320,1.032
10.950000,-0.0128,-0.0181,1.0261,1.026
10.955000,-0.0128,-0.0200,1.0378,1.038
10.970000,-0.0089,-0.0181,1.0202,1.020
10.972000,-0.0147,-0.0161,1.0241,1.024
10.973000,-0.0128,-0.0239,1.0300,1.030
10.974000,-0.0186,-0.0181,1.0183,1.019
10.978000,-0.0265,-0.0259,1.0300,1.031
10.983000,-0.0147,-0.0181,1.0144,1.015
10.988000,-0.0147,-0.0220,1.0320,1.032
10.994000,-0.0206,-0.0200,1.0144,1.015
10.999000,-0.0225,-0.0200,1.0241,1.025
11.005000,-0.0147,-0.0200,1.0202,1.021
11.009000,-0.0108,-0.0220,1.0163,1.017
11.013000,-0.0167,-0.0239,1.0163,1.017
11.018000,-0.0225,-0.0220,1.0378,1.038
11.024000,-0.0128,-0.0259,1.0241,1.025
11.028000,-0.0128,-0.0259,1.0241,1.025
11.033000,-0.0108,-0.0279,1.0261,1.027
11.038000,-0.0069,-0.0200,1.0241,1.024
11.043000,-0.0128,-0.0200,1.0261,1.026
11.048000,-0.0147,-0.0200,1.0280,1.028
11.052000,-0.0108,-0.0200,1.0300,1.030
11.066000,-0.0128,-0.0239,1.0261,1.026
11.067000,-0.0089,-0.0161,1.0144,1.015
11.068000,-0.0186,-0.0181,1.0280,1.028
11.073000,-0.0010,-0.0142,1.0241,1.024
11.098000,-0.0108,-0.0200,1.0280,1.028
11.100000,-0.0049,-0.0142,1.0144,1.014
11.100000,-0.0128,-0.0161,1.0202,1.020
11.101000,-0.0186,-0.0181,1.0222,1.023
11.101000,-0.0186,-0.0181,1.0241,1.024
11.102000,-0.0147,-0.0122,1.0222,1.022
11.108000,-0.0128,-0.0122,1.0241,1.024
11.111000,-0.0128,-0.0200,1.0222,1.022
11.116000,-0.0147,-0.0142,1.0241,1.024
11.121000,-0.0089,-0.0142,1.0222,1.022
11.126000,-0.0225,-0.0181,1.0202,1.021
11.131000,-0.0167,-0.0181,1.0398,1.040
11.136000,-0.0186,-0.0200,1.0339,1.034
11.151000,-0.0245,-0.0161,1.0280,1.028
11.153000,-0.0245,-0.0181,1.0320,1.032
11.155000,-0.0206,-0.0181,1.0398,1.040
11.156000,-0.0167,-0.0122,1.0339,1.034
11.185000,-0.0089,-0.0083,1.0124,1.012
11.186000,-0.0206,-0.0161,1.0320,1.032
11.186000,-0.0108,-0.0142,1.0144,1.015
11.187000,-0.0167,-0.0103,1.0202,1.020
11.187000,-0.0167,-0.0103,1.0241,1.024
11.188000,-0.0128,-0.0083,1.0241,1.024
11.191000,-0.0128,-0.0083,1.0398,1.040
11.195000,-0.0186,-0.0122,1.0280,1.028
11.200000,-0.0186,-0.0142,1.0261,1.026
11.205000,-0.0128,-0.0122,1.0300,1.030
11.210000,-0.0128,-0.0161,1.0339,1.034
11.215000,-0.0108,-0.0181,1.0124,1.013
11.220000,-0.0206,-0.0200,1.0261,1.026
11.226000,-0.0108,-0.0220,1.0456,1.046
11.229000,-0.0167,-0.0239,1.0241,1.025
11.236000,-0.0167,-0.0220,1.0378,1.038
11.243000,-0.0108,-0.0239,1.0280,1.028
11.254000,-0.0167,-0.0279,1.0359,1.036
11.256000,-0.0225,-0.0220,1.0320,1.032
11.257000,-0.0186,-0.0200,1.0280,1.028
11.297000,-0.0069,-0.0161,1.0202,1.020
11.298000,-0.0167,-0.0200,1.0359,1.036
