time,gFx,gFy,gFz,TgF
0.005000,-0.0284,-0.0239,0.9753,0.976
0.005000,-0.0108,-0.0181,1.0300,1.030
0.006000,-0.0128,-0.0161,1.0926,1.093
0.006000,0.0009,-0.0181,1.1082,1.108
0.007000,-0.0010,-0.0200,1.1043,1.104
0.012000,-0.0186,-0.0220,1.0828,1.083
0.029000,-0.0206,-0.0200,1.0144,1.015
0.030000,-0.0245,-0.0200,0.9753,0.976
0.030000,-0.0362,-0.0279,0.9577,0.959
0.031000,-0.0245,-0.0200,0.9733,0.974
0.059000,-0.0206,-0.0239,1.0124,1.013
0.060000,-0.0108,-0.0220,1.0613,1.062
0.060000,-0.0108,-0.0220,1.0828,1.083
0.061000,-0.0069,-0.0200,1.0769,1.077
0.061000,-0.0108,-0.0220,1.0808,1.081
0.061000,-0.0167,-0.0239,1.0437,1.044
0.067000,-0.0206,-0.0220,1.0007,1.001
0.071000,-0.0304,-0.0259,0.9850,0.986
0.075000,-0.0167,-0.0181,0.9811,0.981
0.080000,-0.0225,-0.0239,1.0124,1.013
0.086000,-0.0128,-0.0220,1.0417,1.042
0.090000,0.0009,-0.0181,1.0671,1.067
0.095000,-0.0128,-0.0200,1.0906,1.091
0.100000,-0.0108,-0.0220,1.0750,1.075
0.105000,-0.0186,-0.0181,1.0398,1.040
0.110000,-0.0128,-0.0239,1.0144,1.015
0.115000,-0.0284,-0.0239,1.0046,1.005
0.126000,-0.0265,-0.0200,1.0085,1.009
0.127000,-0.0265,-0.0220,1.0144,1.015
0.130000,-0.0167,-0.0220,1.0241,1.025
0.136000,-0.0108,-0.0220,1.0593,1.060
0.139000,-0.0167,-0.0259,1.0613,1.062
0.144000,-0.0128,-0.0318,1.0632,1.064
0.149000,-0.0147,-0.0181,1.0280,1.028
0.169000,-0.0167,-0.0220,1.0144,1.015
0.171000,-0.0167,-0.0239,1.0144,1.015
0.172000,-0.0167,-0.0181,1.0085,1.009
0.172000,-0.0089,-0.0298,1.0241,1.025
0.177000,-0.0167,-0.0279,1.0280,1.029
0.179000,-0.0089,-0.0239,1.0476,1.048
0.184000,-0.0069,-0.0181,1.0535,1.054
0.194000,0.0029,-0.0200,1.0378,1.038
0.195000,-0.0030,-0.0220,1.0339,1.034
0.198000,-0.0147,-0.0220,1.0124,1.013
0.204000,-0.0186,-0.0200,1.0202,1.021
0.208000,-0.0323,-0.0239,1.0202,1.021
0.214000,-0.0323,-0.0259,1.0339,1.035
0.219000,-0.0108,-0.0220,1.0183,1.019
0.230000,-0.0128,-0.0200,1.0417,1.042
0.231000,-0.0167,-0.0161,1.0378,1.038
0.233000,-0.0089,-0.0142,1.0320,1.032
0.238000,-0.0147,-0.0181,1.0241,1.024
0.248000,-0.0186,-0.0181,1.0241,1.024
0.248000,-0.0206,-0.0220,1.0300,1.030
0.264000,-0.0030,-0.0220,1.0300,1.030
0.265000,-0.0225,-0.0220,1.0378,1.038
0.266000,-0.0167,-0.0181,1.0359,1.036
0.267000,-0.0265,-0.0181,1.0339,1.034
0.272000,-0.0167,-0.0220,1.0222,1.023
0.277000,-0.0265,-0.0181,1.0241,1.025
0.282000,-0.0245,-0.0181,1.0105,1.011
0.288000,-0.0382,-0.0161,1.0300,1.031
0.292000,-0.0460,-0.0220,1.0261,1.027
0.296000,-0.0284,-0.0220,1.0437,1.044
0.312000,-0.0284,-0.0181,1.0378,1.038
0.313000,-0.0225,-0.0200,1.0280,1.028
0.313000,-0.0284,-0.0181,1.0378,1.038
0.316000,-0.0284,-0.0161,1.0280,1.029
0.321000,-0.0186,-0.0181,1.0202,1.021
0.326000,-0.0186,-0.0161,1.0163,1.017
0.331000,-0.0069,-0.0181,1.0300,1.030
0.360000,-0.0128,-0.0200,1.0320,1.032
0.361000,-0.0069,-0.0200,1.0339,1.034
0.362000,-0.0108,-0.0181,1.0261,1.026
0.362000,-0.0108,-0.0220,1.0183,1.019
0.362000,-0.0128,-0.0239,1.0183,1.019
0.363000,-0.0089,-0.0181,1.0183,1.018
0.366000,-0.0206,-0.0200,1.0183,1.019
0.370000,-0.0186,-0.0239,1.0378,1.038
0.375000,-0.0167,-0.0181,1.0320,1.032
0.380000,-0.0225,-0.0259,1.0300,1.031
0.388000,-0.0265,-0.0200,1.0261,1.027
0.390000,-0.0225,-0.0259,1.0398,1.040
0.395000,-0.0304,-0.0220,1.0339,1.035
0.400000,-0.0304,-0.0318,1.0300,1.031
0.412000,-0.0265,-0.0259,1.0261,1.027
0.414000,-0.0265,-0.0239,1.0280,1.029
0.415000,-0.0167,-0.0239,1.0339,1.034
0.427000,-0.0186,-0.0259,1.0300,1.030
0.428000,-0.0167,-0.0318,1.0378,1.038
0.432000,-0.0089,-0.0239,1.0320,1.032
0.434000,-0.0147,-0.0239,1.0280,1.028
0.460000,-0.0030,-0.0298,1.0339,1.034
0.461000,0.0009,-0.0220,1.0280,1.028
0.462000,0.0029,-0.0279,1.0144,1.015
0.462000,0.0068,-0.0200,1.0183,1.018
0.463000,0.0009,-0.0239,1.0202,1.021
0.464000,0.0009,-0.0259,1.0320,1.032
0.471000,0.0068,-0.0279,1.0320,1.032
0.473000,-0.0069,-0.0259,1.0202,1.021
0.478000,0.0048,-0.0200,1.0359,1.036
0.483000,-0.0089,-0.0279,1.0261,1.027
0.489000,-0.0186,-0.0220,1.0300,1.030
0.493000,-0.0147,-0.0220,1.0261,1.026
0.498000,-0.0147,-0.0181,1.0378,1.038
0.511000,-0.0206,-0.0220,1.0280,1.028
0.512000,-0.0128,-0.0142,1.0378,1.038
0.513000,-0.0206,-0.0200,1.0398,1.040
0.518000,-0.0128,-0.0122,1.0359,1.036
0.523000,-0.0206,-0.0122,1.0300,1.030
0.527000,-0.0245,-0.0103,1.0280,1.028
0.533000,-0.0167,-0.0122,1.0222,1.022
0.553000,-0.0147,-0.0142,1.0300,1.030
0.555000,-0.0147,-0.0142,1.0241,1.024
0.555000,-0.0049,-0.0161,1.0320,1.032
0.556000,0.0068,-0.0122,1.0202,1.020
0.557000,-0.0010,-0.0200,1.0183,1.018
0.562000,-0.0030,-0.0142,1.0144,1.014
0.567000,-0.0049,-0.0161,1.0280,1.028
0.572000,-0.0167,-0.0181,1.0417,1.042
0.577000,-0.0147,-0.0181,1.0222,1.022
0.582000,-0.0206,-0.0181,1.0378,1.038
0.588000,-0.0265,-0.0161,1.0280,1.029
0.592000,-0.0186,-0.0161,1.0241,1.024
0.596000,-0.0186,-0.0161,1.0183,1.019
0.601000,-0.0265,-0.0161,1.0202,1.021
0.606000,-0.0245,-0.0142,1.0124,1.013
0.611000,-0.0284,-0.0239,1.0280,1.029
0.616000,-0.0265,-0.0220,1.0339,1.034
0.628000,-0.0362,-0.0200,1.0417,1.043
0.629000,-0.0186,-0.0279,1.0398,1.040
0.631000,-0.0186,-0.0259,1.0222,1.023
0.638000,-0.0304,-0.0259,1.0300,1.031
0.641000,-0.0167,-0.0259,1.0320,1.032
0.645000,-0.0128,-0.0220,1.0339,1.034
0.650000,-0.0206,-0.0220,1.0280,1.028
0.670000,-0.0128,-0.0259,1.0398,1.040
0.671000,-0.0147,-0.0239,1.0280,1.028
0.672000,-0.0128,-0.0279,1.0320,1.032
0.672000,-0.0186,-0.0318,1.0437,1.044
0.676000,-0.0186,-0.0259,1.0241,1.025
0.680000,-0.0147,-0.0239,1.0241,1.025
0.685000,-0.0206,-0.0318,1.0300,1.031
0.693000,-0.0186,-0.0259,1.0261,1.027
0.695000,-0.0186,-0.0239,1.0202,1.021
0.700000,-0.0245,-0.0279,1.0280,1.029
0.712000,-0.0245,-0.0239,1.0202,1.021
0.713000,-0.0284,-0.0279,1.0300,1.031
0.714000,-0.0304,-0.0239,1.0320,1.033
0.722000,-0.0323,-0.0259,1.0320,1.033
0.724000,-0.0245,-0.0200,1.0300,1.030
0.729000,-0.0225,-0.0220,1.0300,1.030
0.734000,-0.0225,-0.0200,1.0261,1.027
0.748000,-0.0206,-0.0239,1.0437,1.044
0.750000,-0.0147,-0.0239,1.0300,1.030
0.750000,-0.0069,-0.0220,1.0339,1.034
0.756000,-0.0010,-0.0181,1.0280,1.028
0.759000,-0.0030,-0.0161,1.0300,1.030
0.763000,-0.0049,-0.0181,1.0339,1.034
0.768000,-0.0147,-0.0200,1.0320,1.032
0.773000,-0.0089,-0.0200,1.0222,1.022
0.778000,-0.0030,-0.0161,1.0261,1.026
0.783000,-0.0069,-0.0142,1.0241,1.024
0.789000,-0.0128,-0.0181,1.0280,1.028
0.793000,-0.0128,-0.0181,1.0222,1.022
0.798000,-0.0147,-0.0161,1.0202,1.020
0.813000,-0.0147,-0.0142,1.0261,1.026
0.814000,-0.0089,-0.0142,1.0320,1.032
0.814000,-0.0147,-0.0161,1.0359,1.036
0.817000,-0.0206,-0.0181,1.0241,1.025
0.823000,-0.0245,-0.0220,1.0359,1.036
0.828000,-0.0128,-0.0142,1.0320,1.032
0.832000,-0.0089,-0.0239,1.0359,1.036
0.861000,-0.0147,-0.0142,1.0261,1.026
0.863000,-0.0069,-0.0161,1.0222,1.022
0.863000,-0.0030,-0.0200,1.0280,1.028
0.863000,-0.0108,-0.0200,1.0339,1.034
0.864000,-0.0049,-0.0181,1.0222,1.022
0.864000,0.0009,-0.0161,1.0320,1.032
0.867000,-0.0108,-0.0161,1.0124,1.013
0.873000,-0.0089,-0.0220,1.0339,1.034
0.876000,-0.0089,-0.0220,1.0202,1.021
0.881000,-0.0089,-0.0220,1.0261,1.026
0.888000,-0.0069,-0.0200,1.0183,1.018
0.891000,-0.0089,-0.0200,1.0222,1.022
0.896000,-0.0108,-0.0161,1.0183,1.018
0.901000,-0.0128,-0.0200,1.0417,1.042
0.906000,-0.0186,-0.0181,1.0378,1.038
0.911000,-0.0089,-0.0200,1.0261,1.026
0.916000,-0.0206,-0.0200,1.0339,1.034
0.930000,-0.0284,-0.0239,1.0359,1.037
0.932000,-0.0323,-0.0220,1.0320,1.033
0.932000,-0.0186,-0.0259,1.0280,1.029
0.935000,-0.0265,-0.0200,1.0261,1.027
0.963000,-0.0265,-0.0239,1.0300,1.031
0.964000,-0.0147,-0.0279,1.0320,1.032
0.964000,-0.0265,-0.0239,1.0378,1.038
0.965000,-0.0206,-0.0279,1.0378,1.038
0.965000,-0.0108,-0.0239,1.0417,1.042
0.966000,-0.0128,-0.0298,1.0300,1.031
0.972000,-0.0147,-0.0239,1.0280,1.028
0.975000,-0.0147,-0.0220,1.0359,1.036
0.980000,-0.0167,-0.0259,1.0280,1.029
0.984000,-0.0245,-0.0220,1.0437,1.044
0.990000,-0.0186,-0.0239,1.0280,1.028
0.994000,-0.0245,-0.0259,1.0280,1.029
0.999000,-0.0206,-0.0259,1.0300,1.031
1.011000,-0.0304,-0.0239,1.0339,1.035
1.012000,-0.0304,-0.0239,1.0398,1.040
1.014000,-0.0323,-0.0200,1.0241,1.025
1.019000,-0.0147,-0.0200,1.0105,1.011
1.037000,-0.0206,-0.0200,1.0261,1.026
1.038000,-0.0186,-0.0220,1.0300,1.030
1.039000,-0.0206,-0.0200,1.0241,1.025
1.039000,-0.0167,-0.0181,1.0202,1.021
1.043000,-0.0089,-0.0181,1.0222,1.022
1.048000,-0.0108,-0.0200,1.0202,1.020
1.055000,-0.0108,-0.0200,1.0261,1.026
1.058000,-0.0108,-0.0181,1.0241,1.024
1.063000,-0.0167,-0.0200,1.0320,1.032
1.068000,-0.0206,-0.0239,1.0280,1.029
1.073000,-0.0147,-0.0239,1.0280,1.028
1.078000,-0.0128,-0.0181,1.0300,1.030
1.083000,-0.0030,-0.0200,1.0183,1.018
1.089000,-0.0108,-0.0161,1.0202,1.020
1.093000,-0.0225,-0.0181,1.0437,1.044
1.098000,-0.0206,-0.0239,1.0437,1.044
1.103000,-0.0186,-0.0181,1.0144,1.015
1.108000,-0.0167,-0.0200,1.0241,1.024
1.112000,-0.0128,-0.0200,1.0417,1.042
1.117000,-0.0284,-0.0220,1.0320,1.033
1.128000,-0.0225,-0.0239,1.0261,1.027
1.129000,-0.0206,-0.0220,1.0320,1.032
1.132000,-0.0225,-0.0161,1.0300,1.030
1.156000,-0.0225,-0.0239,1.0339,1.034
1.157000,-0.0128,-0.0200,1.0300,1.030
1.158000,-0.0147,-0.0259,1.0320,1.032
1.159000,-0.0010,-0.0161,1.0280,1.028
1.159000,0.0009,-0.0181,1.0261,1.026
1.162000,-0.0030,-0.0161,1.0300,1.030
1.167000,-0.0010,-0.0181,1.0222,1.022
1.175000,0.0009,-0.0181,1.0241,1.024
1.178000,0.0029,-0.0259,1.0398,1.040
1.183000,0.0009,-0.0239,1.0280,1.028
1.186000,-0.0108,-0.0181,1.0183,1.018
1.191000,-0.0089,-0.0220,1.0300,1.030
1.197000,-0.0167,-0.0220,1.0124,1.013
1.201000,-0.0167,-0.0259,1.0320,1.032
1.212000,-0.0167,-0.0161,1.0222,1.022
1.213000,-0.0265,-0.0200,1.0261,1.027
1.238000,-0.0186,-0.0200,1.0280,1.028
1.239000,-0.0147,-0.0279,1.0280,1.029
1.240000,-0.0206,-0.0220,1.0183,1.019
1.240000,-0.0147,-0.0220,1.0222,1.023
1.241000,-0.0167,-0.0200,1.0241,1.024
1.241000,-0.0147,-0.0181,1.0222,1.022
1.245000,-0.0128,-0.0161,1.0280,1.028
1.250000,-0.0206,-0.0142,1.0280,1.028
1.256000,-0.0108,-0.0181,1.0202,1.020
1.260000,-0.0108,-0.0181,1.0183,1.018
1.265000,-0.0128,-0.0161,1.0202,1.020
1.270000,-0.0186,-0.0239,1.0241,1.025
1.275000,-0.0128,-0.0142,1.0163,1.016
1.279000,-0.0147,-0.0161,1.0339,1.034
1.284000,-0.0225,-0.0181,1.0105,1.011
1.291000,-0.0186,-0.0161,1.0202,1.021
1.294000,-0.0186,-0.0181,1.0222,1.023
1.299000,-0.0245,-0.0161,1.0280,1.028
1.304000,-0.0206,-0.0220,1.0222,1.023
1.311000,-0.0225,-0.0181,1.0280,1.028
1.314000,-0.0147,-0.0181,1.0320,1.032
1.319000,-0.0147,-0.0200,1.0320,1.032
1.330000,-0.0147,-0.0200,1.0241,1.024
1.332000,-0.0147,-0.0142,1.0202,1.020
1.334000,-0.0225,-0.0200,1.0320,1.032
1.363000,-0.0245,-0.0200,1.0222,1.023
1.364000,-0.0167,-0.0161,1.0280,1.028
1.365000,-0.0069,-0.0200,1.0339,1.034
1.365000,-0.0030,-0.0220,1.0202,1.020
1.366000,-0.0245,-0.0181,1.0280,1.028
1.366000,-0.0128,-0.0220,1.0241,1.024
1.368000,-0.0186,-0.0239,1.0241,1.025
1.373000,-0.0186,-0.0220,1.0280,1.028
1.378000,-0.0147,-0.0220,1.0398,1.040
1.383000,-0.0206,-0.0220,1.0241,1.025
1.389000,-0.0147,-0.0200,1.0300,1.030
1.393000,-0.0128,-0.0220,1.0222,1.022
1.398000,-0.0069,-0.0200,1.0320,1.032
1.402000,-0.0167,-0.0200,1.0261,1.026
1.408000,-0.0089,-0.0200,1.0241,1.024
1.413000,-0.0147,-0.0239,1.0261,1.026
1.418000,-0.0089,-0.0220,1.0280,1.028
1.431000,-0.0147,-0.0200,1.0241,1.024
1.433000,-0.0186,-0.0200,1.0222,1.023
1.433000,-0.0147,-0.0239,1.0144,1.015
1.461000,-0.0069,-0.0259,1.0241,1.024
1.463000,-0.0108,-0.0220,1.0241,1.024
1.463000,-0.0069,-0.0220,1.0320,1.032
1.464000,-0.0147,-0.0181,1.0241,1.024
1.464000,-0.0147,-0.0239,1.0241,1.025
1.465000,-0.0128,-0.0239,1.0359,1.036
1.467000,-0.0147,-0.0259,1.0437,1.044
1.473000,-0.0167,-0.0220,1.0222,1.023
1.476000,-0.0186,-0.0239,1.0359,1.036
1.481000,-0.0108,-0.0181,1.0241,1.024
1.486000,-0.0128,-0.0220,1.0339,1.034
1.492000,-0.0069,-0.0161,1.0163,1.016
1.496000,-0.0128,-0.0220,1.0280,1.028
1.501000,-0.0049,-0.0122,1.0339,1.034
1.514000,-0.0186,-0.0239,1.0183,1.019
1.515000,-0.0186,-0.0220,1.0398,1.040
1.516000,-0.0167,-0.0200,1.0261,1.026
1.521000,-0.0186,-0.0181,1.0339,1.034
1.550000,-0.0206,-0.0200,1.0280,1.028
1.552000,-0.0128,-0.0181,1.0378,1.038
1.553000,-0.0225,-0.0181,1.0398,1.040
1.553000,-0.0245,-0.0220,1.0300,1.031
1.554000,-0.0225,-0.0200,1.0300,1.030
1.554000,-0.0186,-0.0200,1.0339,1.034
1.557000,-0.0245,-0.0220,1.0378,1.038
1.561000,-0.0206,-0.0161,1.0320,1.032
1.565000,-0.0186,-0.0200,1.0241,1.025
1.570000,-0.0167,-0.0200,1.0144,1.015
1.575000,-0.0186,-0.0142,1.0183,1.019
1.580000,-0.0128,-0.0161,1.0261,1.026
1.585000,-0.0186,-0.0200,1.0261,1.026
1.592000,-0.0167,-0.0239,1.0241,1.025
1.595000,-0.0108,-0.0200,1.0222,1.022
1.599000,-0.0128,-0.0200,1.0163,1.017
1.604000,-0.0206,-0.0181,1.0085,1.009
1.609000,-0.0089,-0.0220,1.0222,1.022
1.614000,-0.0167,-0.0220,1.0124,1.013
1.619000,-0.0049,-0.0239,1.0163,1.017
1.632000,-0.0147,-0.0181,1.0202,1.020
1.633000,-0.0147,-0.0220,1.0241,1.024
1.634000,-0.0167,-0.0200,1.0280,1.028
1.639000,-0.0069,-0.0200,1.0163,1.017
1.672000,-0.0128,-0.0200,1.0222,1.022
1.673000,-0.0147,-0.0239,1.0241,1.025
1.674000,-0.0147,-0.0200,1.0202,1.021
1.675000,-0.0089,-0.0239,1.0105,1.011
1.675000,-0.0147,-0.0220,1.0222,1.023
1.676000,-0.0147,-0.0161,1.0280,1.028
1.676000,-0.0186,-0.0161,1.0241,1.024
1.678000,-0.0108,-0.0161,1.0222,1.022
1.683000,-0.0245,-0.0161,1.0320,1.032
1.688000,-0.0167,-0.0181,1.0222,1.022
1.694000,-0.0206,-0.0220,1.0280,1.028
1.698000,-0.0206,-0.0142,1.0202,1.021
1.703000,-0.0245,-0.0220,1.0241,1.025
1.713000,-0.0147,-0.0200,1.0300,1.030
1.714000,-0.0108,-0.0181,1.0163,1.017
1.717000,-0.0049,-0.0142,1.0300,1.030
1.739000,-0.0010,-0.0220,1.0359,1.036
1.741000,0.0029,-0.0200,1.0339,1.034
1.743000,-0.0089,-0.0200,1.0261,1.026
1.744000,-0.0049,-0.0200,1.0222,1.022
1.745000,-0.0089,-0.0181,1.0359,1.036
1.747000,-0.0167,-0.0200,1.0359,1.036
1.752000,-0.0245,-0.0220,1.0300,1.031
1.758000,-0.0304,-0.0200,1.0456,1.046
1.762000,-0.0186,-0.0200,1.0320,1.032
1.767000,-0.0284,-0.0220,1.0339,1.035
1.771000,-0.0323,-0.0259,1.0300,1.031
1.777000,-0.0245,-0.0200,1.0339,1.034
1.781000,-0.0225,-0.0200,1.0261,1.027
1.786000,-0.0284,-0.0200,1.0359,1.036
1.792000,-0.0186,-0.0220,1.0417,1.042
1.796000,-0.0186,-0.0181,1.0398,1.040
1.801000,-0.0089,-0.0239,1.0359,1.036
1.807000,-0.0108,-0.0200,1.0280,1.028
1.811000,-0.0069,-0.0220,1.0300,1.030
1.815000,-0.0010,-0.0181,1.0320,1.032
1.820000,-0.0147,-0.0239,1.0124,1.013
1.825000,-0.0128,-0.0259,1.0280,1.028
1.831000,-0.0167,-0.0181,1.0163,1.017
1.835000,-0.0245,-0.0259,1.0359,1.036
1.848000,-0.0225,-0.0200,1.0320,1.032
1.849000,-0.0225,-0.0181,1.0300,1.030
1.850000,-0.0225,-0.0181,1.0378,1.038
1.855000,-0.0206,-0.0181,1.0300,1.030
1.883000,-0.0206,-0.0181,1.0183,1.019
1.884000,-0.0225,-0.0220,1.0280,1.029
1.885000,-0.0225,-0.0200,1.0241,1.025
1.885000,-0.0147,-0.0161,1.0222,1.022
1.886000,-0.0186,-0.0181,1.0124,1.013
1.887000,-0.0206,-0.0239,1.0241,1.025
1.891000,-0.0245,-0.0181,1.0280,1.028
1.894000,-0.0186,-0.0200,1.0241,1.025
1.899000,-0.0128,-0.0161,1.0320,1.032
1.904000,-0.0128,-0.0239,1.0320,1.032
1.909000,-0.0010,-0.0220,1.0222,1.022
1.914000,-0.0128,-0.0259,1.0202,1.021
1.919000,-0.0108,-0.0220,1.0359,1.036
1.930000,-0.0089,-0.0239,1.0241,1.024
1.930000,-0.0089,-0.0239,1.0339,1.034
1.934000,-0.0108,-0.0220,1.0300,1.030
1.939000,-0.0108,-0.0239,1.0261,1.026
1.957000,-0.0069,-0.0181,1.0222,1.022
1.958000,-0.0108,-0.0200,1.0261,1.026
1.959000,-0.0147,-0.0181,1.0163,1.017
1.960000,-0.0225,-0.0220,1.0339,1.034
1.964000,-0.0167,-0.0259,1.0261,1.027
1.968000,-0.0225,-0.0181,1.0359,1.036
1.973000,-0.0343,-0.0220,1.0339,1.035
1.978000,-0.0284,-0.0161,1.0378,1.038
1.983000,-0.0186,-0.0142,1.0398,1.040
1.988000,-0.0245,-0.0200,1.0339,1.034
1.993000,-0.0167,-0.0181,1.0437,1.044
1.998000,-0.0128,-0.0200,1.0241,1.024
2.003000,-0.0069,-0.0239,1.0378,1.038
2.011000,-0.0030,-0.0200,1.0241,1.024
2.013000,0.0029,-0.0200,1.0261,1.026
2.017000,-0.0030,-0.0200,1.0300,1.030
2.022000,-0.0089,-0.0181,1.0320,1.032
2.030000,-0.0049,-0.0200,1.0163,1.017
2.032000,0.0009,-0.0200,1.0222,1.022
2.037000,-0.0069,-0.0259,1.0241,1.024
2.059000,-0.0225,-0.0200,1.0280,1.028
2.060000,-0.0167,-0.0200,1.0320,1.032
2.060000,-0.0206,-0.0220,1.0339,1.034
2.061000,-0.0225,-0.0181,1.0320,1.032
2.065000,-0.0225,-0.0239,1.0300,1.031
2.066000,-0.0265,-0.0259,1.0320,1.033
2.071000,-0.0206,-0.0220,1.0261,1.027
2.077000,-0.0284,-0.0200,1.0144,1.015
2.082000,-0.0186,-0.0200,1.0320,1.032
2.087000,-0.0206,-0.0200,1.0183,1.019
2.093000,-0.0186,-0.0181,1.0320,1.032
2.096000,-0.0069,-0.0220,1.0222,1.022
2.101000,-0.0089,-0.0220,1.0163,1.017
2.106000,-0.0030,-0.0220,1.0183,1.019
2.111000,-0.0030,-0.0200,1.0183,1.018
2.116000,-0.0108,-0.0181,1.0320,1.032
2.121000,-0.0147,-0.0181,1.0222,1.022
2.131000,-0.0128,-0.0122,1.0163,1.016
2.132000,-0.0186,-0.0161,1.0183,1.019
2.138000,-0.0225,-0.0161,1.0261,1.026
2.157000,-0.0265,-0.0200,1.0222,1.023
2.160000,-0.0304,-0.0220,1.0378,1.038
2.160000,-0.0304,-0.0220,1.0280,1.029
2.161000,-0.0206,-0.0181,1.0280,1.028
2.162000,-0.0265,-0.0200,1.0359,1.036
2.165000,-0.0265,-0.0161,1.0241,1.025
2.170000,-0.0225,-0.0239,1.0241,1.025
2.177000,-0.0225,-0.0181,1.0339,1.034
2.181000,-0.0147,-0.0181,1.0222,1.022
2.185000,-0.0128,-0.0181,1.0241,1.024
2.190000,-0.0069,-0.0181,1.0339,1.034
2.195000,-0.0089,-0.0161,1.0222,1.022
2.199000,-0.0089,-0.0200,1.0339,1.034
2.204000,-0.0010,-0.0220,1.0300,1.030
2.210000,-0.0030,-0.0142,1.0144,1.014
2.214000,-0.0069,-0.0181,1.0300,1.030
2.219000,-0.0108,-0.0181,1.0300,1.030
2.232000,-0.0128,-0.0200,1.0280,1.028
2.233000,-0.0108,-0.0239,1.0280,1.028
2.234000,-0.0128,-0.0220,1.0300,1.030
2.240000,-0.0049,-0.0259,1.0417,1.042
2.264000,-0.0206,-0.0181,1.0339,1.034
2.265000,-0.0206,-0.0220,1.0300,1.030
2.266000,-0.0186,-0.0220,1.0320,1.032
2.267000,-0.0167,-0.0220,1.0359,1.036
2.267000,-0.0147,-0.0220,1.0378,1.038
2.268000,-0.0128,-0.0200,1.0378,1.038
2.273000,-0.0147,-0.0239,1.0339,1.034
2.278000,-0.0147,-0.0220,1.0241,1.024
2.283000,-0.0108,-0.0220,1.0300,1.030
2.288000,-0.0010,-0.0220,1.0320,1.032
2.294000,-0.0108,-0.0142,1.0320,1.032
2.298000,-0.0108,-0.0181,1.0222,1.022
2.303000,-0.0089,-0.0220,1.0241,1.024
2.310000,-0.0108,-0.0181,1.0222,1.022
2.312000,-0.0069,-0.0181,1.0241,1.024
2.318000,-0.0069,-0.0142,1.0183,1.018
2.322000,-0.0069,-0.0161,1.0280,1.028
2.332000,-0.0147,-0.0200,1.0300,1.030
2.333000,-0.0147,-0.0181,1.0144,1.015
2.337000,-0.0147,-0.0200,1.0222,1.022
2.365000,-0.0147,-0.0181,1.0241,1.024
2.366000,-0.0225,-0.0220,1.0222,1.023
2.367000,-0.0225,-0.0220,1.0320,1.032
2.367000,-0.0343,-0.0181,1.0320,1.033
2.368000,-0.0206,-0.0220,1.0222,1.023
2.368000,-0.0225,-0.0181,1.0359,1.036
2.371000,-0.0225,-0.0259,1.0222,1.023
2.377000,-0.0304,-0.0200,1.0261,1.027
2.381000,-0.0206,-0.0239,1.0280,1.029
2.386000,-0.0245,-0.0239,1.0339,1.034
2.393000,-0.0128,-0.0220,1.0359,1.036
2.396000,-0.0108,-0.0239,1.0202,1.021
2.401000,-0.0186,-0.0239,1.0280,1.028
2.405000,-0.0147,-0.0259,1.0300,1.030
2.412000,-0.0167,-0.0200,1.0261,1.026
2.416000,-0.0128,-0.0200,1.0241,1.024
2.420000,-0.0128,-0.0181,1.0241,1.024
2.433000,-0.0147,-0.0220,1.0261,1.026
2.434000,-0.0225,-0.0239,1.0300,1.031
2.435000,-0.0245,-0.0259,1.0359,1.036
2.440000,-0.0206,-0.0259,1.0339,1.034
2.468000,-0.0304,-0.0279,1.0320,1.033
2.469000,-0.0245,-0.0318,1.0280,1.029
2.469000,-0.0206,-0.0239,1.0300,1.030
2.470000,-0.0206,-0.0220,1.0378,1.038
2.470000,-0.0186,-0.0220,1.0300,1.030
2.471000,-0.0089,-0.0200,1.0222,1.022
2.475000,-0.0069,-0.0181,1.0359,1.036
2.479000,-0.0147,-0.0220,1.0241,1.024
2.484000,-0.0128,-0.0200,1.0359,1.036
2.489000,-0.0030,-0.0200,1.0261,1.026
2.494000,-0.0030,-0.0220,1.0280,1.028
2.499000,0.0029,-0.0161,1.0222,1.022
2.504000,-0.0049,-0.0200,1.0241,1.024
2.511000,-0.0069,-0.0181,1.0183,1.018
2.514000,-0.0108,-0.0200,1.0163,1.017
2.519000,-0.0108,-0.0200,1.0183,1.019
2.524000,-0.0128,-0.0181,1.0144,1.015
2.535000,-0.0069,-0.0142,1.0144,1.014
2.537000,-0.0147,-0.0181,1.0241,1.024
2.539000,-0.0108,-0.0181,1.0280,1.028
2.579000,-0.0049,-0.0200,1.0280,1.028
2.580000,-0.0128,-0.0220,1.0339,1.034
2.581000,-0.0089,-0.0181,1.0280,1.028
2.581000,-0.0030,-0.0200,1.0300,1.030
2.582000,-0.0108,-0.0161,1.0202,1.020
2.582000,-0.0089,-0.0239,1.0261,1.026
2.583000,-0.0089,-0.0200,1.0202,1.020
2.583000,-0.0108,-0.0181,1.0280,1.028
2.584000,-0.0206,-0.0161,1.0163,1.017
2.588000,-0.0147,-0.0181,1.0222,1.022
2.595000,-0.0108,-0.0142,1.0183,1.018
2.599000,-0.0167,-0.0200,1.0163,1.017
2.603000,-0.0108,-0.0142,1.0144,1.015
2.608000,-0.0186,-0.0220,1.0202,1.021
2.613000,-0.0206,-0.0181,1.0222,1.023
2.618000,-0.0167,-0.0200,1.0202,1.021
2.622000,-0.0049,-0.0122,1.0183,1.018
2.633000,-0.0186,-0.0161,1.0202,1.021
