time,gFx,gFy,gFz,TgF
20.378000,-0.0225,-0.0239,1.0241,1.025
20.384000,-0.0284,-0.0181,1.0300,1.031
20.388000,-0.0265,-0.0200,1.0124,1.013
20.393000,-0.0206,-0.0200,1.0202,1.021
20.407000,-0.0108,-0.0239,1.0280,1.028
20.408000,-0.0069,-0.0200,1.0222,1.022
20.409000,0.0029,-0.0181,1.0320,1.032
20.415000,-0.0128,-0.0142,1.0241,1.024
20.420000,0.0048,-0.0122,1.0300,1.030
20.422000,-0.0049,-0.0200,1.0339,1.034
20.428000,0.0009,-0.0200,1.0144,1.015
20.434000,0.0009,-0.0122,1.0261,1.026
20.437000,-0.0147,-0.0181,1.0320,1.032
20.442000,-0.0186,-0.0161,1.0378,1.038
20.448000,-0.0225,-0.0161,1.0261,1.026
20.457000,-0.0225,-0.0161,1.0202,1.021
20.458000,-0.0362,-0.0220,1.0378,1.039
20.463000,-0.0362,-0.0161,1.0339,1.035
20.468000,-0.0382,-0.0200,1.0378,1.039
20.471000,-0.0362,-0.0161,1.0280,1.029
20.477000,-0.0265,-0.0200,1.0300,1.031
20.485000,-0.0206,-0.0239,1.0398,1.040
20.487000,-0.0030,-0.0181,1.0241,1.024
20.492000,-0.0010,-0.0220,1.0339,1.034
20.496000,-0.0010,-0.0142,1.0320,1.032
20.507000,-0.0225,-0.0259,1.0261,1.027
20.508000,-0.0108,-0.0259,1.0398,1.040
20.511000,-0.0108,-0.0239,1.0300,1.030
20.526000,-0.0284,-0.0279,1.0378,1.039
20.528000,-0.0362,-0.0200,1.0300,1.031
20.528000,-0.0382,-0.0259,1.0398,1.041
20.530000,-0.0440,-0.0239,1.0378,1.039
20.535000,-0.0460,-0.0298,1.0202,1.022
20.540000,-0.0440,-0.0298,1.0222,1.024
20.545000,-0.0323,-0.0318,1.0398,1.041
20.551000,-0.0284,-0.0279,1.0261,1.027
20.555000,-0.0147,-0.0318,1.0398,1.040
20.560000,-0.0147,-0.0220,1.0417,1.042
20.568000,-0.0128,-0.0239,1.0261,1.026
20.570000,0.0029,-0.0200,1.0398,1.040
20.575000,-0.0089,-0.0259,1.0476,1.048
20.580000,-0.0049,-0.0298,1.0222,1.023
20.584000,-0.0108,-0.0279,1.0515,1.052
20.589000,-0.0284,-0.0298,1.0300,1.031
20.594000,-0.0382,-0.0259,1.0300,1.031
20.607000,-0.0440,-0.0220,1.0202,1.021
20.608000,-0.0519,-0.0298,1.0261,1.028
20.610000,-0.0421,-0.0298,1.0183,1.020
20.614000,-0.0401,-0.0279,1.0241,1.025
20.623000,-0.0284,-0.0279,1.0280,1.029
20.624000,-0.0186,-0.0220,1.0300,1.030
20.629000,-0.0128,-0.0200,1.0300,1.030
20.635000,0.0068,-0.0239,1.0280,1.028
20.639000,0.0029,-0.0220,1.0261,1.026
20.644000,0.0185,-0.0239,1.0085,1.009
20.652000,0.0205,-0.0200,1.0280,1.028
20.654000,0.0166,-0.0200,1.0320,1.032
20.658000,0.0029,-0.0181,1.0144,1.015
20.663000,-0.0030,-0.0259,1.0300,1.030
20.668000,-0.0030,-0.0200,1.0280,1.028
20.674000,-0.0186,-0.0181,1.0202,1.021
20.678000,-0.0245,-0.0200,1.0320,1.032
20.684000,-0.0362,-0.0142,1.0320,1.033
20.688000,-0.0284,-0.0161,1.0261,1.027
20.692000,-0.0206,-0.0142,1.0144,1.015
20.697000,-0.0186,-0.0161,1.0378,1.038
20.702000,-0.0225,-0.0103,1.0261,1.026
20.707000,-0.0069,-0.0083,1.0378,1.038
20.712000,-0.0089,-0.0122,1.0339,1.034
20.725000,0.0048,-0.0122,1.0261,1.026
20.726000,0.0068,-0.0142,1.0320,1.032
20.727000,0.0048,-0.0122,1.0163,1.016
20.737000,-0.0049,-0.0122,1.0261,1.026
20.738000,-0.0108,-0.0161,1.0320,1.032
20.741000,-0.0167,-0.0181,1.0222,1.022
20.746000,-0.0147,-0.0142,1.0222,1.022
20.751000,-0.0245,-0.0220,1.0241,1.025
20.757000,-0.0323,-0.0161,1.0183,1.019
20.761000,-0.0304,-0.0142,1.0280,1.029
20.767000,-0.0362,-0.0181,1.0261,1.027
20.771000,-0.0206,-0.0181,1.0183,1.019
20.776000,-0.0167,-0.0142,1.0085,1.009
20.781000,-0.0089,-0.0122,1.0241,1.024
20.786000,-0.0128,-0.0181,1.0183,1.019
20.791000,-0.0010,-0.0142,1.0144,1.014
20.796000,0.0029,-0.0161,1.0320,1.032
20.806000,-0.0128,-0.0239,1.0163,1.017
20.807000,-0.0010,-0.0220,1.0261,1.026
20.811000,-0.0225,-0.0181,1.0378,1.038
20.827000,-0.0186,-0.0220,1.0320,1.032
20.828000,-0.0304,-0.0279,1.0261,1.027
20.829000,-0.0382,-0.0259,1.0378,1.039
20.830000,-0.0382,-0.0259,1.0261,1.027
20.837000,-0.0421,-0.0298,1.0280,1.029
20.840000,-0.0362,-0.0259,1.0163,1.017
20.845000,-0.0343,-0.0279,1.0378,1.039
20.852000,-0.0225,-0.0259,1.0320,1.033
20.855000,-0.0265,-0.0200,1.0261,1.027
20.860000,-0.0128,-0.0279,1.0359,1.036
20.865000,-0.0167,-0.0279,1.0437,1.044
20.872000,-0.0069,-0.0298,1.0320,1.032
20.875000,0.0009,-0.0259,1.0339,1.034
20.880000,-0.0128,-0.0259,1.0300,1.030
20.886000,-0.0225,-0.0337,1.0378,1.039
20.889000,-0.0186,-0.0259,1.0300,1.030
20.894000,-0.0225,-0.0279,1.0202,1.021
20.901000,-0.0362,-0.0239,1.0241,1.025
20.905000,-0.0460,-0.0279,1.0437,1.045
20.909000,-0.0440,-0.0220,1.0241,1.025
20.914000,-0.0401,-0.0200,1.0183,1.019
20.927000,-0.0343,-0.0220,1.0300,1.031
20.928000,-0.0245,-0.0239,1.0280,1.029
20.929000,-0.0030,-0.0181,1.0261,1.026
20.946000,-0.0089,-0.0142,1.0300,1.030
20.948000,0.0048,-0.0220,1.0300,1.030
20.949000,0.0146,-0.0161,1.0222,1.022
20.950000,0.0146,-0.0161,1.0202,1.020
20.953000,0.0146,-0.0220,1.0163,1.017
20.959000,-0.0010,-0.0220,1.0261,1.026
20.963000,-0.0089,-0.0220,1.0378,1.038
20.969000,-0.0069,-0.0200,1.0222,1.022
20.974000,-0.0186,-0.0259,1.0378,1.038
20.978000,-0.0284,-0.0259,1.0202,1.021
20.985000,-0.0362,-0.0200,1.0339,1.035
20.988000,-0.0382,-0.0239,1.0261,1.027
20.993000,-0.0401,-0.0239,1.0300,1.031
20.998000,-0.0265,-0.0239,1.0222,1.023
21.003000,-0.0284,-0.0239,1.0359,1.037
21.007000,-0.0265,-0.0239,1.0359,1.036
21.012000,-0.0186,-0.0181,1.0280,1.028
21.024000,-0.0128,-0.0161,1.0320,1.032
21.025000,-0.0049,-0.0161,1.0359,1.036
21.028000,-0.0089,-0.0200,1.0359,1.036
21.032000,-0.0128,-0.0220,1.0398,1.040
21.042000,-0.0186,-0.0200,1.0300,1.030
21.044000,-0.0186,-0.0220,1.0300,1.030
21.047000,-0.0128,-0.0200,1.0144,1.015
21.053000,-0.0304,-0.0220,1.0339,1.035
21.057000,-0.0245,-0.0181,1.0241,1.025
21.061000,-0.0304,-0.0181,1.0261,1.027
21.069000,-0.0304,-0.0279,1.0378,1.039
21.072000,-0.0245,-0.0200,1.0241,1.025
21.076000,-0.0147,-0.0181,1.0339,1.034
21.081000,-0.0069,-0.0181,1.0320,1.032
21.086000,-0.0030,-0.0200,1.0300,1.030
21.092000,-0.0010,-0.0142,1.0300,1.030
21.096000,0.0029,-0.0200,1.0222,1.022
21.112000,0.0087,-0.0200,1.0163,1.017
21.113000,-0.0049,-0.0200,1.0359,1.036
21.114000,-0.0167,-0.0239,1.0300,1.030
21.132000,-0.0167,-0.0239,1.0359,1.036
21.133000,-0.0225,-0.0239,1.0339,1.034
21.134000,-0.0225,-0.0220,1.0300,1.030
21.135000,-0.0382,-0.0279,1.0300,1.031
21.135000,-0.0323,-0.0298,1.0398,1.041
21.141000,-0.0343,-0.0239,1.0261,1.027
21.145000,-0.0284,-0.0239,1.0300,1.031
21.151000,-0.0206,-0.0239,1.0320,1.032
21.155000,-0.0265,-0.0220,1.0359,1.036
21.160000,-0.0108,-0.0220,1.0339,1.034
21.164000,-0.0186,-0.0200,1.0241,1.025
21.170000,-0.0010,-0.0142,1.0280,1.028
21.174000,-0.0089,-0.0181,1.0320,1.032
21.179000,-0.0147,-0.0220,1.0339,1.034
21.186000,-0.0069,-0.0259,1.0398,1.040
21.189000,-0.0245,-0.0200,1.0300,1.030
21.194000,-0.0304,-0.0181,1.0398,1.040
21.199000,-0.0343,-0.0298,1.0398,1.041
21.209000,-0.0440,-0.0259,1.0241,1.025
21.210000,-0.0382,-0.0239,1.0241,1.025
21.225000,-0.0323,-0.0220,1.0339,1.035
21.226000,-0.0362,-0.0259,1.0300,1.031
21.227000,-0.0265,-0.0181,1.0320,1.032
21.229000,-0.0147,-0.0181,1.0241,1.024
21.236000,-0.0147,-0.0239,1.0398,1.040
21.239000,-0.0010,-0.0200,1.0359,1.036
21.243000,-0.0049,-0.0239,1.0417,1.042
21.248000,-0.0108,-0.0239,1.0378,1.038
21.253000,-0.0069,-0.0279,1.0476,1.048
21.258000,-0.0089,-0.0220,1.0300,1.030
21.263000,-0.0069,-0.0279,1.0515,1.052
21.269000,-0.0225,-0.0239,1.0339,1.034
21.273000,-0.0323,-0.0239,1.0359,1.037
21.278000,-0.0382,-0.0239,1.0398,1.041
21.283000,-0.0343,-0.0200,1.0261,1.027
21.288000,-0.0265,-0.0259,1.0222,1.023
21.293000,-0.0206,-0.0220,1.0261,1.027
21.298000,-0.0206,-0.0200,1.0300,1.030
21.310000,-0.0167,-0.0200,1.0378,1.038
21.311000,-0.0206,-0.0181,1.0300,1.030
21.312000,0.0009,-0.0161,1.0222,1.022
21.324000,-0.0030,-0.0220,1.0261,1.026
21.325000,-0.0069,-0.0181,1.0222,1.022
21.327000,-0.0108,-0.0181,1.0163,1.017
21.332000,-0.0265,-0.0259,1.0300,1.031
21.337000,-0.0265,-0.0200,1.0222,1.023
21.342000,-0.0225,-0.0200,1.0183,1.019
21.347000,-0.0245,-0.0220,1.0163,1.017
21.353000,-0.0362,-0.0220,1.0261,1.027
21.357000,-0.0284,-0.0220,1.0183,1.019
21.361000,-0.0401,-0.0239,1.0222,1.023
21.366000,-0.0265,-0.0239,1.0320,1.033
21.371000,-0.0147,-0.0181,1.0222,1.022
21.376000,-0.0030,-0.0161,1.0241,1.024
21.381000,-0.0010,-0.0122,1.0144,1.014
21.387000,0.0009,-0.0161,1.0183,1.018
21.391000,0.0048,-0.0181,1.0320,1.032
21.396000,-0.0010,-0.0200,1.0359,1.036
21.413000,0.0087,-0.0220,1.0202,1.021
21.414000,-0.0049,-0.0200,1.0261,1.026
21.414000,-0.0089,-0.0200,1.0378,1.038
21.416000,-0.0167,-0.0200,1.0144,1.015
21.434000,-0.0147,-0.0161,1.0300,1.030
21.436000,-0.0186,-0.0181,1.0300,1.030
21.437000,-0.0304,-0.0239,1.0241,1.025
21.438000,-0.0206,-0.0239,1.0339,1.034
21.441000,-0.0225,-0.0200,1.0359,1.036
21.445000,-0.0225,-0.0200,1.0105,1.011
21.450000,-0.0010,-0.0181,1.0300,1.030
21.457000,-0.0069,-0.0161,1.0339,1.034
21.460000,-0.0069,-0.0200,1.0398,1.040
21.465000,0.0029,-0.0181,1.0222,1.022
21.470000,-0.0108,-0.0220,1.0241,1.024
21.474000,-0.0069,-0.0200,1.0183,1.018
21.479000,-0.0108,-0.0239,1.0378,1.038
21.487000,-0.0186,-0.0200,1.0163,1.017
21.490000,-0.0245,-0.0220,1.0359,1.036
21.494000,-0.0245,-0.0220,1.0163,1.017
21.499000,-0.0382,-0.0239,1.0183,1.019
21.504000,-0.0304,-0.0200,1.0320,1.033
21.509000,-0.0304,-0.0200,1.0261,1.027
21.514000,-0.0362,-0.0259,1.0241,1.025
21.529000,-0.0167,-0.0220,1.0280,1.028
21.530000,-0.0108,-0.0181,1.0241,1.024
21.531000,-0.0049,-0.0239,1.0163,1.017
21.546000,0.0009,-0.0259,1.0359,1.036
21.548000,0.0029,-0.0259,1.0261,1.026
21.548000,-0.0049,-0.0239,1.0280,1.028
21.549000,-0.0030,-0.0239,1.0320,1.032
21.555000,-0.0010,-0.0239,1.0359,1.036
21.558000,-0.0147,-0.0259,1.0378,1.038
21.563000,-0.0167,-0.0220,1.0280,1.028
21.571000,-0.0304,-0.0259,1.0320,1.033
21.573000,-0.0362,-0.0239,1.0300,1.031
21.578000,-0.0304,-0.0239,1.0359,1.037
21.583000,-0.0382,-0.0220,1.0222,1.023
21.588000,-0.0186,-0.0239,1.0280,1.028
21.593000,-0.0167,-0.0200,1.0398,1.040
21.598000,-0.0128,-0.0220,1.0359,1.036
21.611000,-0.0089,-0.0200,1.0359,1.036
21.612000,-0.0108,-0.0181,1.0378,1.038
21.613000,-0.0010,-0.0161,1.0261,1.026
21.627000,-0.0128,-0.0200,1.0359,1.036
21.628000,-0.0167,-0.0220,1.0320,1.032
21.629000,-0.0206,-0.0220,1.0261,1.027
21.632000,-0.0265,-0.0161,1.0300,1.030
21.637000,-0.0382,-0.0181,1.0222,1.023
21.642000,-0.0362,-0.0181,1.0222,1.023
21.647000,-0.0343,-0.0181,1.0339,1.035
21.654000,-0.0480,-0.0200,1.0183,1.020
21.657000,-0.0460,-0.0259,1.0202,1.022
21.661000,-0.0421,-0.0259,1.0280,1.029
21.666000,-0.0304,-0.0239,1.0300,1.031
21.671000,-0.0108,-0.0200,1.0339,1.034
21.676000,-0.0069,-0.0181,1.0261,1.026
21.681000,-0.0030,-0.0200,1.0222,1.022
21.687000,0.0087,-0.0200,1.0163,1.017
21.692000,0.0146,-0.0220,1.0280,1.028
21.696000,-0.0010,-0.0200,1.0300,1.030
21.701000,0.0029,-0.0200,1.0359,1.036
21.708000,-0.0128,-0.0220,1.0222,1.022
21.711000,-0.0186,-0.0200,1.0320,1.032
21.716000,-0.0245,-0.0200,1.0378,1.038
21.730000,-0.0323,-0.0259,1.0300,1.031
21.731000,-0.0362,-0.0220,1.0398,1.041
21.738000,-0.0304,-0.0259,1.0339,1.035
21.738000,-0.0206,-0.0181,1.0124,1.013
21.752000,-0.0128,-0.0200,1.0280,1.028
21.754000,-0.0108,-0.0200,1.0300,1.030
21.754000,-0.0089,-0.0200,1.0378,1.038
21.755000,0.0009,-0.0239,1.0398,1.040
21.760000,0.0048,-0.0200,1.0280,1.028
21.764000,0.0029,-0.0220,1.0359,1.036
21.770000,0.0009,-0.0220,1.0241,1.024
21.774000,-0.0108,-0.0239,1.0339,1.034
21.779000,-0.0245,-0.0259,1.0320,1.033
21.784000,-0.0206,-0.0239,1.0359,1.036
21.792000,-0.0206,-0.0239,1.0202,1.021
21.794000,-0.0284,-0.0279,1.0320,1.033
21.799000,-0.0460,-0.0298,1.0300,1.031
21.812000,-0.0519,-0.0239,1.0202,1.022
21.813000,-0.0382,-0.0279,1.0202,1.021
21.814000,-0.0147,-0.0220,1.0241,1.024
21.819000,-0.0108,-0.0220,1.0222,1.022
21.828000,0.0087,-0.0142,1.0202,1.020
21.830000,-0.0049,-0.0181,1.0476,1.048
21.834000,-0.0010,-0.0142,1.0300,1.030
21.839000,0.0283,-0.0083,1.0202,1.021
21.843000,0.0263,-0.0122,1.0202,1.021
21.848000,0.0185,-0.0122,1.0241,1.024
21.855000,-0.0049,-0.0161,1.0339,1.034
21.858000,-0.0089,-0.0142,1.0320,1.032
21.863000,-0.0089,-0.0161,1.0359,1.036
21.869000,-0.0147,-0.0122,1.0280,1.028
21.873000,-0.0265,-0.0161,1.0339,1.034
21.878000,-0.0265,-0.0161,1.0183,1.019
21.883000,-0.0225,-0.0161,1.0280,1.028
21.888000,-0.0225,-0.0181,1.0280,1.028
21.893000,-0.0147,-0.0200,1.0339,1.034
21.898000,-0.0010,-0.0142,1.0398,1.040
21.912000,-0.0030,-0.0200,1.0417,1.042
21.914000,0.0009,-0.0161,1.0398,1.040
21.915000,-0.0010,-0.0142,1.0359,1.036
21.918000,-0.0049,-0.0200,1.0320,1.032
21.932000,-0.0049,-0.0181,1.0300,1.030
21.933000,-0.0186,-0.0161,1.0241,1.024
21.933000,-0.0265,-0.0181,1.0163,1.017
21.938000,-0.0382,-0.0239,1.0183,1.019
21.942000,-0.0499,-0.0239,1.0105,1.012
21.947000,-0.0577,-0.0279,1.0280,1.030
21.951000,-0.0519,-0.0239,1.0261,1.028
21.958000,-0.0382,-0.0259,1.0163,1.017
21.961000,-0.0304,-0.0220,1.0202,1.021
21.966000,-0.0362,-0.0279,1.0280,1.029
21.973000,-0.0245,-0.0259,1.0183,1.019
21.977000,-0.0089,-0.0220,1.0320,1.032
21.981000,-0.0010,-0.0220,1.0163,1.017
21.989000,0.0146,-0.0200,1.0222,1.022
21.991000,0.0107,-0.0239,1.0280,1.028
21.996000,0.0126,-0.0181,1.0163,1.017
22.001000,-0.0030,-0.0239,1.0359,1.036
22.013000,0.0009,-0.0239,1.0261,1.026
22.015000,-0.0089,-0.0279,1.0222,1.023
22.017000,-0.0284,-0.0259,1.0241,1.025
22.033000,-0.0284,-0.0259,1.0222,1.023
22.035000,-0.0382,-0.0318,1.0339,1.035
22.035000,-0.0265,-0.0239,1.0261,1.027
22.039000,-0.0265,-0.0259,1.0222,1.023
22.041000,-0.0245,-0.0259,1.0183,1.019
22.045000,-0.0265,-0.0259,1.0398,1.040
22.050000,-0.0284,-0.0259,1.0300,1.031
22.055000,-0.0128,-0.0239,1.0398,1.040
22.060000,-0.0089,-0.0239,1.0339,1.034
22.065000,-0.0108,-0.0239,1.0241,1.024
22.072000,-0.0010,-0.0220,1.0241,1.024
22.075000,-0.0225,-0.0239,1.0280,1.029
22.080000,-0.0245,-0.0279,1.0320,1.033
22.084000,-0.0245,-0.0279,1.0202,1.021
22.089000,-0.0265,-0.0239,1.0144,1.015
22.095000,-0.0362,-0.0279,1.0320,1.033
22.099000,-0.0323,-0.0239,1.0241,1.025
22.117000,-0.0382,-0.0181,1.0222,1.023
22.119000,-0.0284,-0.0220,1.0222,1.023
22.120000,-0.0108,-0.0181,1.0241,1.024
22.121000,-0.0049,-0.0161,1.0065,1.007
22.136000,0.0048,-0.0103,1.0144,1.014
22.138000,0.0048,-0.0122,1.0300,1.030
22.139000,0.0146,-0.0142,1.0222,1.022
22.140000,0.0126,-0.0142,1.0222,1.022
22.145000,0.0185,-0.0142,1.0065,1.007
22.149000,0.0087,-0.0161,1.0222,1.022
22.156000,-0.0030,-0.0142,1.0202,1.020
22.158000,-0.0108,-0.0142,1.0085,1.009
22.165000,-0.0225,-0.0161,1.0144,1.015
22.168000,-0.0323,-0.0220,1.0163,1.017
22.175000,-0.0343,-0.0200,1.0163,1.017
22.178000,-0.0245,-0.0161,1.0222,1.023
22.183000,-0.0323,-0.0220,1.0163,1.017
22.189000,-0.0167,-0.0220,1.0300,1.030
22.193000,-0.0089,-0.0181,1.0163,1.017
22.197000,-0.0030,-0.0200,1.0183,1.018
22.203000,-0.0030,-0.0161,1.0124,1.013
22.208000,0.0087,-0.0161,1.0241,1.024
22.212000,-0.0010,-0.0161,1.0241,1.024
22.218000,0.0068,-0.0181,1.0241,1.024
22.234000,-0.0089,-0.0200,1.0280,1.028
22.235000,-0.0128,-0.0200,1.0163,1.017
22.235000,-0.0225,-0.0161,1.0320,1.032
22.248000,-0.0284,-0.0181,1.0105,1.011
22.250000,-0.0362,-0.0181,1.0183,1.019
22.250000,-0.0323,-0.0220,1.0241,1.025
22.252000,-0.0343,-0.0239,1.0105,1.011
22.257000,-0.0284,-0.0220,1.0222,1.023
22.262000,-0.0284,-0.0161,1.0261,1.027
22.267000,-0.0186,-0.0200,1.0300,1.030
22.271000,-0.0049,-0.0161,1.0280,1.028
22.276000,0.0126,-0.0181,1.0280,1.028
22.281000,0.0166,-0.0200,1.0280,1.028
22.286000,0.0224,-0.0181,1.0144,1.015
22.292000,0.0126,-0.0200,1.0183,1.019
22.296000,0.0068,-0.0279,1.0496,1.050
22.301000,0.0009,-0.0298,1.0222,1.023
22.314000,-0.0147,-0.0181,1.0241,1.024
22.316000,-0.0245,-0.0181,1.0398,1.040
22.319000,-0.0265,-0.0161,1.0261,1.027
22.334000,-0.0519,-0.0239,1.0280,1.030
22.335000,-0.0362,-0.0239,1.0202,1.021
22.336000,-0.0460,-0.0259,1.0241,1.025
22.336000,-0.0304,-0.0200,1.0320,1.033
22.340000,-0.0128,-0.0220,1.0378,1.038
22.345000,-0.0186,-0.0239,1.0300,1.030
22.350000,-0.0108,-0.0200,1.0398,1.040
22.356000,-0.0069,-0.0279,1.0339,1.034
22.360000,0.0009,-0.0220,1.0222,1.022
22.365000,0.0068,-0.0279,1.0261,1.026
22.370000,-0.0069,-0.0259,1.0280,1.028
22.375000,-0.0206,-0.0298,1.0241,1.025
22.380000,-0.0206,-0.0239,1.0398,1.040
22.384000,-0.0167,-0.0220,1.0144,1.015
22.391000,-0.0245,-0.0259,1.0222,1.023
22.395000,-0.0362,-0.0259,1.0320,1.033
22.399000,-0.0401,-0.0200,1.0183,1.019
22.415000,-0.0401,-0.0220,1.0222,1.023
22.417000,-0.0304,-0.0220,1.0280,1.029
22.418000,-0.0245,-0.0220,1.0163,1.017
22.420000,-0.0069,-0.0181,1.0261,1.026
22.431000,0.0107,-0.0239,1.0339,1.034
22.432000,0.0048,-0.0200,1.0065,1.007
22.434000,0.0185,-0.0200,1.0320,1.032
22.440000,0.0087,-0.0181,1.0222,1.022
22.444000,0.0087,-0.0181,1.0202,1.020
22.449000,0.0146,-0.0181,1.0124,1.013
22.454000,-0.0030,-0.0161,1.0261,1.026
22.459000,-0.0284,-0.0161,1.0261,1.027
22.464000,-0.0245,-0.0161,1.0339,1.034
22.469000,-0.0362,-0.0161,1.0124,1.013
22.474000,-0.0343,-0.0220,1.0202,1.021
22.478000,-0.0284,-0.0181,1.0339,1.034
22.483000,-0.0323,-0.0181,1.0163,1.017
22.488000,-0.0225,-0.0181,1.0359,1.036
22.493000,-0.0206,-0.0220,1.0378,1.038
22.498000,-0.0108,-0.0142,1.0339,1.034
22.503000,0.0107,-0.0200,1.0280,1.028
22.512000,0.0068,-0.0161,1.0183,1.018
22.514000,-0.0069,-0.0122,1.0241,1.024
22.518000,-0.0010,-0.0161,1.0280,1.028
22.526000,-0.0147,-0.0200,1.0339,1.034
22.527000,-0.0069,-0.0220,1.0261,1.026
22.532000,-0.0186,-0.0220,1.0222,1.023
22.538000,-0.0186,-0.0181,1.0046,1.005
22.542000,-0.0362,-0.0161,1.0300,1.031
22.547000,-0.0401,-0.0142,1.0144,1.015
22.552000,-0.0460,-0.0220,1.0144,1.016
22.557000,-0.0265,-0.0181,1.0261,1.027
22.562000,-0.0245,-0.0142,1.0222,1.023
22.567000,-0.0167,-0.0142,1.0144,1.015
22.574000,-0.0030,-0.0142,1.0300,1.030
22.577000,-0.0049,-0.0122,1.0144,1.014
22.581000,0.0126,-0.0200,1.0202,1.021
22.586000,0.0224,-0.0122,1.0085,1.009
22.593000,0.0068,-0.0181,1.0222,1.022
22.596000,0.0029,-0.0200,1.0398,1.040
22.601000,-0.0128,-0.0200,1.0280,1.028
22.617000,-0.0265,-0.0220,1.0163,1.017
22.619000,-0.0147,-0.0239,1.0280,1.028
22.620000,-0.0265,-0.0200,1.0202,1.021
22.622000,-0.0421,-0.0239,1.0144,1.016
22.632000,-0.0440,-0.0259,1.0261,1.027
22.633000,-0.0401,-0.0239,1.0183,1.019
22.636000,-0.0343,-0.0200,1.0300,1.031
22.641000,-0.0225,-0.0181,1.0300,1.030
22.646000,-0.0167,-0.0220,1.0320,1.032
22.650000,-0.0049,-0.0220,1.0339,1.034
22.658000,0.0009,-0.0181,1.0398,1.040
22.661000,-0.0069,-0.0161,1.0163,1.016
22.665000,-0.0010,-0.0220,1.0339,1.034
22.670000,-0.0089,-0.0220,1.0222,1.022
22.675000,-0.0147,-0.0200,1.0183,1.019
22.680000,-0.0128,-0.0200,1.0183,1.019
22.686000,-0.0186,-0.0220,1.0105,1.011
22.690000,-0.0343,-0.0220,1.0241,1.025
22.695000,-0.0284,-0.0200,1.0202,1.021
22.700000,-0.0323,-0.0200,1.0144,1.015
22.705000,-0.0284,-0.0200,1.0183,1.019
22.710000,-0.0284,-0.0181,1.0300,1.031
22.714000,-0.0206,-0.0161,1.0202,1.021
22.720000,-0.0089,-0.0122,1.0144,1.014
22.734000,0.0087,-0.0103,1.0065,1.007
22.736000,0.0146,-0.0161,1.0124,1.013
22.736000,0.0146,-0.0181,1.0085,1.009
22.752000,0.0068,-0.0161,1.0300,1.030
22.753000,0.0009,-0.0220,1.0261,1.026
22.754000,0.0068,-0.0200,1.0202,1.020
22.754000,-0.0089,-0.0239,1.0144,1.015
22.759000,-0.0147,-0.0181,1.0202,1.020
22.764000,-0.0186,-0.0200,1.0280,1.028
22.768000,-0.0421,-0.0220,1.0261,1.027
22.776000,-0.0343,-0.0220,1.0320,1.033
22.779000,-0.0265,-0.0259,1.0222,1.023
22.783000,-0.0167,-0.0200,1.0085,1.009
22.791000,-0.0167,-0.0181,1.0320,1.032
22.793000,-0.0049,-0.0200,1.0241,1.024
22.798000,-0.0010,-0.0122,1.0280,1.028
22.803000,0.0107,-0.0122,1.0163,1.016
22.808000,0.0107,-0.0103,1.0163,1.016
22.813000,0.0107,-0.0161,1.0144,1.015
22.818000,0.0068,-0.0181,1.0163,1.017
22.831000,-0.0030,-0.0161,1.0085,1.009
22.832000,-0.0167,-0.0161,1.0222,1.022
22.833000,-0.0265,-0.0220,1.0026,1.003
22.839000,-0.0206,-0.0181,1.0105,1.011
22.843000,-0.0284,-0.0239,1.0163,1.017
22.847000,-0.0421,-0.0200,1.0202,1.021
22.853000,-0.0343,-0.0200,1.0183,1.019
22.858000,-0.0265,-0.0239,1.0241,1.025
22.863000,-0.0245,-0.0181,1.0280,1.028
22.867000,-0.0089,-0.0181,1.0202,1.020
22.872000,-0.0108,-0.0200,1.0241,1.024
22.877000,-0.0010,-0.0181,1.0241,1.024
22.882000,0.0009,-0.0239,1.0378,1.038
22.887000,0.0068,-0.0200,1.0261,1.026
22.892000,0.0029,-0.0259,1.0261,1.026
22.897000,0.0107,-0.0181,1.0144,1.015
22.901000,-0.0108,-0.0220,1.0300,1.030
22.914000,-0.0225,-0.0200,1.0183,1.019
22.916000,-0.0225,-0.0220,1.0320,1.032
22.917000,-0.0343,-0.0200,1.0339,1.035
22.922000,-0.0284,-0.0200,1.0241,1.025
22.928000,-0.0284,-0.0239,1.0300,1.031
22.931000,-0.0304,-0.0220,1.0359,1.037
22.936000,-0.0323,-0.0239,1.0320,1.033
22.942000,-0.0186,-0.0239,1.0339,1.034
22.946000,-0.0147,-0.0220,1.0417,1.042
22.951000,-0.0089,-0.0200,1.0398,1.040
22.958000,0.0029,-0.0142,1.0320,1.032
22.961000,-0.0010,-0.0161,1.0280,1.028
22.966000,-0.0010,-0.0200,1.0359,1.036
22.971000,-0.0128,-0.0259,1.0124,1.013
22.976000,-0.0108,-0.0181,1.0085,1.009
22.980000,-0.0265,-0.0200,1.0085,1.009
22.985000,-0.0265,-0.0220,1.0183,1.019
22.991000,-0.0421,-0.0200,1.0144,1.015
22.995000,-0.0401,-0.0239,1.0183,1.019
23.000000,-0.0343,-0.0220,1.0202,1.021
23.006000,-0.0343,-0.0200,1.0261,1.027
23.016000,-0.0265,-0.0200,1.0105,1.011
23.018000,-0.0167,-0.0181,1.0280,1.028
23.020000,-0.0010,-0.0142,1.0241,1.024
23.032000,0.0009,-0.0161,1.0300,1.030
23.033000,0.0126,-0.0122,1.0222,1.022
23.034000,0.0068,-0.0181,1.0280,1.028
