date/YYYYMMDD,time/HH,at/C,slp/hPa,wdNcw/deg,ws/ms-1,dongsiPM2.5,nongzhanguanPM2.5
2015/11/19,12,1.2,1027.3,110.0,3.0,68.0,70.0
2015/11/19,15,0.7,1027.6,90.0,3.0,73.0,82.0
2015/11/19,18,0.5,1027.1,90.0,2.0,49.0,63.0
2015/11/19,21,0.2,1026.7,70.0,2.0,44.0,44.0
2015/11/20,0,0.4,1027.7,90.0,2.0,33.0,40.0
2015/11/20,3,0.9,1028.2,90.0,2.0,62.0,70.0
2015/11/20,6,1.1,1026.8,70.0,3.0,92.0,100.0
2015/11/20,9,1.2,1027.9,40.0,2.0,90.0,98.0
2015/11/20,12,1.1,1029.7,90.0,2.0,105.0,97.0
2015/11/20,15,1.0,1030.4,70.0,3.0,45.0,42.0
2015/11/20,18,1.1,1029.9,20.0,1.0,32.0,32.0
2015/11/20,21,1.4,1029.7,0.0,0.0,27.0,22.0
2015/11/21,0,0.6,1031.6,140.0,2.0,43.0,33.0
2015/11/21,3,0.5,1032.8,70.0,3.0,37.0,36.0
2015/11/21,6,0.6,1031.5,70.0,2.0,38.0,44.0
2015/11/21,9,0.4,1033.2,90.0,2.0,46.0,50.0
2015/11/21,12,0.0,1035.1,90.0,2.0,61.0,74.0
2015/11/21,15,0.0,1035.9,70.0,1.0,75.0,75.0
2015/11/21,18,0.1,1035.5,20.0,1.0,72.0,81.0
2015/11/21,21,0.4,1035.3,40.0,2.0,62.0,74.0
2015/11/22,0,-1.6,1036.8,90.0,3.0,57.0,79.0
2015/11/22,3,-2.1,1037.5,70.0,3.0,41.0,43.0
2015/11/22,6,-2.5,1036.1,90.0,3.0,35.0,28.0
2015/11/22,9,-3.5,1036.2,70.0,2.0,33.0,31.0
2015/11/22,12,-3.8,1037.2,40.0,1.0,39.0,35.0
2015/11/22,15,-3.8,1037.3,70.0,1.0,42.0,46.0
2015/11/22,18,-3.6,1036.5,90.0,1.0,29.0,27.0
2015/11/22,21,-3.5,1036.9,110.0,1.0,16.0,18.0
2015/11/23,0,-3.4,1038.0,70.0,2.0,23.0,21.0
2015/11/23,3,-1.7,1038.7,40.0,3.0,27.0,28.0
2015/11/23,6,-0.1,1037.8,20.0,3.0,29.0,
2015/11/23,9,-1.2,1039.1,40.0,1.0,17.0,
2015/11/23,12,-1.5,1041.5,360.0,3.0,21.0,
2015/11/23,15,-3.4,1042.8,40.0,3.0,24.0,
2015/11/23,18,-4.8,1042.1,20.0,4.0,14.0,
2015/11/23,21,-5.3,1041.8,20.0,1.0,6.0,
2015/11/24,0,-5.3,1041.4,40.0,2.0,16.0,
2015/11/24,3,-4.6,1041.0,90.0,3.0,19.0,19.0
2015/11/24,6,-3.8,1038.4,70.0,2.0,25.0,27.0
2015/11/24,9,-5.2,1037.4,180.0,2.0,38.0,32.0
2015/11/24,12,-5.3,1036.8,200.0,3.0,54.0,40.0
2015/11/24,15,-5.6,1034.7,220.0,1.0,100.0,68.0
2015/11/24,18,-5.6,1033.0,270.0,2.0,58.0,63.0
2015/11/24,21,-6.1,1030.7,180.0,1.0,83.0,84.0
2015/11/25,0,-5.8,1030.4,200.0,2.0,87.0,83.0
2015/11/25,3,-3.0,1030.7,360.0,2.0,81.0,90.0
2015/11/25,6,-2.1,1029.2,340.0,5.0,6.0,12.0
2015/11/25,9,-6.0,1032.2,340.0,6.0,11.0,7.0
2015/11/25,12,-6.8,1034.0,340.0,7.0,5.0,7.0
2015/11/25,15,-7.5,1035.1,360.0,7.0,6.0,10.0
2015/11/25,18,-8.2,1034.4,340.0,5.0,8.0,7.0
2015/11/25,21,-8.6,1033.7,360.0,4.0,7.0,6.0
2015/11/26,0,-7.8,1034.4,360.0,4.0,8.0,8.0
2015/11/26,3,-4.8,1034.1,360.0,4.0,3.0,14.0
2015/11/26,6,-2.0,1031.5,340.0,3.0,15.0,13.0
2015/11/26,9,-4.0,1030.8,220.0,3.0,26.0,12.0
2015/11/26,12,-5.7,1030.4,220.0,1.0,79.0,65.0
2015/11/26,15,-6.2,1030.1,220.0,1.0,126.0,125.0
2015/11/26,18,-5.9,1028.5,200.0,2.0,170.0,160.0
2015/11/26,21,-6.6,1027.0,250.0,1.0,208.0,183.0
2015/11/27,0,-6.3,1026.6,180.0,2.0,164.0,194.0
2015/11/27,3,-3.3,1026.0,70.0,2.0,195.0,214.0
2015/11/27,6,-1.8,1023.9,70.0,2.0,274.0,296.0
2015/11/27,9,-2.2,1025.0,110.0,1.0,332.0,324.0
2015/11/27,12,-2.8,1026.8,180.0,1.0,327.0,296.0
2015/11/27,15,-2.4,1027.9,20.0,1.0,312.0,342.0
2015/11/27,18,-2.4,1028.2,70.0,1.0,309.0,320.0
2015/11/27,21,-2.4,1027.7,40.0,1.0,276.0,309.0
2015/11/28,0,-2.1,1030.0,220.0,2.0,203.0,240.0
2015/11/28,3,-1.0,1031.2,40.0,1.0,382.0,362.0
2015/11/28,6,0.5,1028.9,70.0,2.0,333.0,329.0
2015/11/28,9,-0.1,1029.4,70.0,2.0,281.0,240.0
2015/11/28,12,-1.1,1030.0,20.0,1.0,280.0,279.0
2015/11/28,15,-0.7,1028.8,40.0,1.0,270.0,268.0
2015/11/28,18,-0.6,1027.8,70.0,1.0,280.0,238.0
2015/11/28,21,-1.5,1026.4,200.0,1.0,265.0,236.0
2015/11/29,0,-3.0,1026.9,220.0,1.0,246.0,235.0
2015/11/29,3,1.7,1027.0,70.0,1.0,263.0,279.0
2015/11/29,6,6.1,1025.0,140.0,1.0,229.0,211.0
2015/11/29,9,2.0,1026.3,220.0,2.0,96.0,112.0
2015/11/29,12,0.2,1027.6,220.0,1.0,406.0,286.0
2015/11/29,15,-2.2,1027.8,290.0,1.0,402.0,368.0
2015/11/29,18,-3.1,1027.5,360.0,1.0,259.0,192.0
2015/11/29,21,-3.3,1026.7,70.0,1.0,49.0,55.0
2015/11/30,0,-2.9,1027.0,40.0,1.0,214.0,248.0
2015/11/30,3,-0.4,1026.9,40.0,2.0,512.0,491.0
2015/11/30,6,2.3,1023.7,70.0,1.0,624.0,600.0
2015/11/30,9,0.3,1023.1,70.0,2.0,638.0,638.0
2015/11/30,12,-0.8,1023.6,20.0,1.0,685.0,617.0
2015/11/30,15,-0.7,1023.6,20.0,1.0,548.0,506.0
2015/11/30,18,-0.7,1021.9,70.0,1.0,507.0,470.0
2015/11/30,21,-0.6,1020.5,180.0,1.0,418.0,435.0
2015/12/1,0,-0.3,1020.3,180.0,2.0,538.0,474.0
2015/12/1,3,0.1,1019.8,220.0,2.0,628.0,606.0
2015/12/1,6,0.0,1017.6,250.0,2.0,678.0,667.0
2015/12/1,9,0.5,1018.4,220.0,1.0,444.0,419.0
2015/12/1,12,0.8,1020.3,220.0,4.0,398.0,371.0
2015/12/1,15,-0.9,1020.7,270.0,2.0,391.0,333.0
2015/12/1,18,2.6,1021.5,340.0,2.0,,
2015/12/1,21,-1.9,1021.2,320.0,1.0,9.0,7.0
2015/12/2,0,2.5,1022.1,290.0,4.0,3.0,9.0
2015/12/2,3,4.7,1020.5,320.0,6.0,8.0,13.0
2015/12/2,6,4.8,1019.7,320.0,5.0,5.0,4.0
2015/12/2,9,3.0,1020.4,320.0,3.0,7.0,6.0
2015/12/2,12,1.6,1021.2,290.0,4.0,3.0,7.0
2015/12/2,15,1.1,1020.8,320.0,5.0,6.0,3.0
2015/12/2,18,0.1,1020.9,320.0,5.0,3.0,7.0
2015/12/2,21,-0.7,1021.2,320.0,6.0,6.0,8.0
2015/12/3,0,-0.4,1023.0,340.0,4.0,12.0,7.0
2015/12/3,3,1.8,1023.7,360.0,6.0,13.0,10.0
2015/12/3,6,2.3,1024.8,340.0,7.0,16.0,18.0
2015/12/3,9,1.3,1026.3,290.0,7.0,5.0,10.0
2015/12/3,12,0.1,1027.9,360.0,3.0,15.0,10.0
2015/12/3,15,-0.4,1028.0,360.0,4.0,14.0,12.0
2015/12/3,18,-0.7,1028.1,360.0,2.0,6.0,14.0
2015/12/3,21,-1.1,1027.3,320.0,2.0,8.0,6.0
2015/12/4,0,-1.4,1028.2,250.0,1.0,11.0,8.0
2015/12/4,3,2.9,1027.9,250.0,3.0,9.0,12.0
2015/12/4,6,6.5,1025.3,250.0,4.0,10.0,6.0
2015/12/4,9,4.9,1025.4,180.0,3.0,,8.0
2015/12/4,12,1.2,1026.0,160.0,1.0,98.0,62.0
2015/12/4,15,-1.2,1026.3,270.0,1.0,136.0,118.0
2015/12/4,18,-3.5,1025.9,320.0,1.0,121.0,104.0
2015/12/4,21,-3.3,1027.2,350.0,4.0,17.0,21.0
2015/12/5,0,0.2,1030.0,70.0,1.0,23.0,28.0
2015/12/5,3,6.4,1031.3,360.0,3.0,,
2015/12/5,6,7.6,1029.7,40.0,2.0,18.0,18.0
2015/12/5,9,5.7,1030.3,200.0,2.0,35.0,24.0
2015/12/5,12,3.4,1031.6,200.0,2.0,116.0,77.0
2015/12/5,15,1.5,1031.6,200.0,2.0,75.0,49.0
2015/12/5,18,-0.7,1030.8,180.0,1.0,114.0,84.0
2015/12/5,21,-1.1,1029.7,90.0,1.0,166.0,179.0
2015/12/6,0,-2.1,1030.6,40.0,1.0,84.0,109.0
2015/12/6,3,3.0,1030.7,90.0,2.0,113.0,113.0
2015/12/6,6,6.1,1028.4,220.0,1.0,194.0,192.0
2015/12/6,9,4.0,1029.0,200.0,1.0,246.0,236.0
2015/12/6,12,2.5,1030.7,70.0,1.0,181.0,221.0
2015/12/6,15,2.3,1031.8,40.0,2.0,203.0,208.0
2015/12/6,18,2.2,1032.2,20.0,1.0,192.0,214.0
2015/12/6,21,1.6,1032.0,70.0,2.0,179.0,198.0
2015/12/7,0,1.7,1033.6,40.0,1.0,155.0,176.0
2015/12/7,3,3.2,1034.1,90.0,2.0,149.0,171.0
2015/12/7,6,5.1,1032.2,90.0,1.0,193.0,165.0
2015/12/7,9,3.5,1032.0,90.0,2.0,194.0,187.0
2015/12/7,12,0.0,1033.1,20.0,1.0,170.0,176.0
2015/12/7,15,-0.8,1033.2,40.0,1.0,155.0,157.0
2015/12/7,18,1.4,1032.4,140.0,1.0,252.0,184.0
2015/12/7,21,1.1,1031.6,70.0,1.0,185.0,309.0
2015/12/8,0,1.0,1032.2,20.0,1.0,218.0,232.0
2015/12/8,3,1.7,1031.8,70.0,1.0,230.0,230.0
2015/12/8,6,2.3,1029.6,120.0,1.0,280.0,322.0
2015/12/8,9,2.0,1028.8,70.0,1.0,289.0,295.0
2015/12/8,12,1.8,1029.4,70.0,1.0,268.0,289.0
2015/12/8,15,1.7,1028.8,20.0,1.0,287.0,279.0
2015/12/8,18,1.5,1027.4,40.0,2.0,276.0,268.0
2015/12/8,21,1.9,1026.2,20.0,2.0,233.0,245.0
2015/12/9,0,2.5,1026.6,40.0,1.0,229.0,233.0
2015/12/9,3,4.2,1026.1,40.0,2.0,231.0,
2015/12/9,6,4.9,1023.7,70.0,2.0,281.0,278.0
2015/12/9,9,4.6,1023.4,40.0,1.0,301.0,297.0
2015/12/9,12,3.9,1024.9,220.0,1.0,325.0,315.0
2015/12/9,15,3.3,1024.0,220.0,1.0,310.0,334.0
2015/12/9,18,1.1,1023.5,200.0,1.0,290.0,249.0
2015/12/9,21,-0.8,1023.2,70.0,1.0,242.0,240.0
2015/12/10,0,2.8,1025.1,320.0,4.0,164.0,182.0
2015/12/10,3,8.3,1026.5,360.0,5.0,45.0,49.0
2015/12/10,6,9.5,1025.3,360.0,3.0,17.0,23.0
2015/12/10,9,7.3,1026.2,20.0,2.0,18.0,22.0
2015/12/10,12,5.2,1028.6,40.0,3.0,23.0,35.0
2015/12/10,15,2.5,1029.8,40.0,2.0,25.0,21.0
2015/12/10,18,0.7,1029.8,40.0,1.0,18.0,20.0
2015/12/10,21,-1.2,1029.5,70.0,2.0,14.0,19.0
2015/12/11,0,-1.6,1031.0,90.0,1.0,16.0,20.0
2015/12/11,3,4.6,1031.2,340.0,2.0,14.0,20.0
2015/12/11,6,6.1,1028.3,200.0,2.0,31.0,24.0
2015/12/11,9,3.7,1027.8,220.0,1.0,72.0,73.0
2015/12/11,12,0.6,1028.0,220.0,1.0,81.0,73.0
2015/12/11,15,-0.5,1027.7,220.0,1.0,115.0,104.0
2015/12/11,18,-1.2,1027.2,180.0,1.0,123.0,177.0
2015/12/11,21,-0.4,1026.6,200.0,1.0,129.0,171.0
2015/12/12,0,-0.9,1027.1,200.0,1.0,47.0,73.0
2015/12/12,3,3.2,1027.2,160.0,1.0,45.0,34.0
2015/12/12,6,5.4,1025.1,180.0,2.0,69.0,66.0
2015/12/12,9,3.3,1025.1,160.0,1.0,281.0,220.0
2015/12/12,12,0.0,1026.2,70.0,1.0,329.0,249.0
2015/12/12,15,-0.6,1027.2,220.0,1.0,254.0,373.0
2015/12/12,18,-1.9,1027.4,40.0,1.0,294.0,373.0
2015/12/12,21,-1.2,1027.2,70.0,1.0,132.0,196.0
2015/12/13,0,-1.2,1028.4,70.0,1.0,60.0,72.0
2015/12/13,3,2.1,1028.9,40.0,2.0,102.0,83.0
2015/12/13,6,4.4,1026.6,180.0,1.0,159.0,190.0
2015/12/13,9,3.1,1026.4,220.0,1.0,202.0,198.0
2015/12/13,12,2.5,1026.4,200.0,1.0,218.0,212.0
2015/12/13,15,2.1,1026.5,200.0,1.0,302.0,286.0
2015/12/13,18,0.4,1025.4,220.0,1.0,231.0,206.0
2015/12/13,21,0.3,1024.0,220.0,1.0,183.0,199.0
2015/12/14,0,0.5,1024.1,220.0,1.0,231.0,308.0
2015/12/14,3,1.4,1024.6,270.0,3.0,256.0,374.0
2015/12/14,6,3.2,1021.7,220.0,3.0,23.0,17.0
2015/12/14,9,1.4,1023.1,270.0,2.0,22.0,23.0
2015/12/14,12,1.3,1023.6,340.0,1.0,14.0,16.0
2015/12/14,15,3.1,1024.2,290.0,3.0,13.0,11.0
2015/12/14,18,3.0,1024.3,290.0,4.0,8.0,11.0
2015/12/14,21,2.0,1024.3,340.0,4.0,5.0,4.0
2015/12/15,0,1.6,1025.8,320.0,3.0,3.0,4.0
2015/12/15,3,2.4,1027.8,320.0,5.0,3.0,6.0
2015/12/15,6,3.2,1026.5,320.0,5.0,8.0,11.0
2015/12/15,9,2.4,1027.1,320.0,6.0,6.0,9.0
2015/12/15,12,0.5,1029.1,320.0,4.0,9.0,5.0
2015/12/15,15,-1.0,1029.6,340.0,3.0,4.0,8.0
2015/12/15,18,-1.5,1029.4,320.0,3.0,7.0,7.0
2015/12/15,21,-1.9,1029.8,340.0,3.0,3.0,4.0
2015/12/16,0,-1.6,1031.1,340.0,5.0,5.0,7.0
2015/12/16,3,0.3,1031.9,340.0,4.0,6.0,10.0
2015/12/16,6,1.4,1031.1,320.0,5.0,7.0,12.0
2015/12/16,9,0.1,1032.5,340.0,3.0,3.0,8.0
2015/12/16,12,-1.1,1034.6,360.0,3.0,8.0,8.0
2015/12/16,15,-2.8,1034.8,70.0,1.0,10.0,12.0
2015/12/16,18,-5.9,1034.3,360.0,1.0,13.0,18.0
2015/12/16,21,-6.9,1034.0,40.0,1.0,10.0,13.0
2015/12/17,0,-6.9,1034.8,290.0,1.0,36.0,10.0
2015/12/17,3,0.1,1034.3,220.0,3.0,42.0,41.0
2015/12/17,6,3.2,1031.6,250.0,3.0,71.0,64.0
2015/12/17,9,1.8,1030.7,220.0,2.0,81.0,74.0
2015/12/17,12,-0.4,1031.2,250.0,2.0,117.0,118.0
2015/12/17,15,-2.7,1031.0,20.0,1.0,130.0,122.0
2015/12/17,18,-5.1,1030.9,270.0,1.0,142.0,165.0
2015/12/17,21,-5.6,1031.4,340.0,3.0,100.0,179.0
2015/12/18,0,-2.4,1033.1,20.0,1.0,49.0,54.0
2015/12/18,3,5.2,1035.0,20.0,5.0,43.0,37.0
2015/12/18,6,6.9,1033.8,40.0,5.0,26.0,27.0
2015/12/18,9,5.0,1035.1,90.0,2.0,21.0,14.0
2015/12/18,12,0.1,1036.8,150.0,1.0,51.0,48.0
2015/12/18,15,-2.1,1037.7,140.0,1.0,93.0,84.0
2015/12/18,18,-4.4,1037.9,70.0,1.0,106.0,96.0
2015/12/18,21,-5.0,1037.6,40.0,1.0,210.0,154.0
2015/12/19,0,-3.5,1037.7,70.0,1.0,165.0,165.0
2015/12/19,3,1.9,1037.1,70.0,1.0,86.0,113.0
2015/12/19,6,3.8,1033.7,250.0,2.0,125.0,131.0
2015/12/19,9,2.1,1033.0,220.0,2.0,152.0,178.0
2015/12/19,12,0.2,1032.8,200.0,1.0,104.0,110.0
2015/12/19,15,-2.2,1032.2,350.0,1.0,165.0,220.0
2015/12/19,18,-2.3,1030.0,40.0,1.0,213.0,269.0
2015/12/19,21,-2.3,1028.0,90.0,2.0,175.0,225.0
2015/12/20,0,-2.1,1027.7,70.0,1.0,162.0,186.0
2015/12/20,3,0.8,1027.1,90.0,2.0,168.0,157.0
2015/12/20,6,2.7,1024.1,20.0,1.0,195.0,199.0
2015/12/20,9,0.6,1024.2,200.0,1.0,216.0,225.0
2015/12/20,12,-2.2,1025.5,200.0,1.0,348.0,294.0
2015/12/20,15,-3.6,1026.0,-9999.0,1.0,327.0,369.0
2015/12/20,18,-4.1,1026.2,340.0,3.0,302.0,376.0
2015/12/20,21,-5.1,1026.1,320.0,2.0,167.0,193.0
2015/12/21,0,-4.4,1027.7,40.0,1.0,221.0,188.0
2015/12/21,3,1.4,1029.4,180.0,2.0,173.0,
2015/12/21,6,5.1,1025.9,20.0,2.0,203.0,198.0
2015/12/21,9,3.0,1026.9,220.0,1.0,178.0,144.0
2015/12/21,12,-0.5,1028.9,40.0,1.0,393.0,377.0
2015/12/21,15,-2.4,1029.3,70.0,1.0,379.0,394.0
2015/12/21,18,-2.2,1029.2,90.0,1.0,348.0,382.0
2015/12/21,21,-4.4,1028.8,90.0,1.0,146.0,215.0
2015/12/22,0,-2.4,1029.2,70.0,2.0,224.0,222.0
2015/12/22,3,-0.4,1030.0,70.0,2.0,265.0,182.0
2015/12/22,6,0.7,1026.8,70.0,2.0,415.0,377.0
2015/12/22,9,-1.3,1026.8,70.0,2.0,507.0,450.0
2015/12/22,12,-0.9,1027.2,20.0,1.0,427.0,391.0
2015/12/22,15,-0.8,1027.8,110.0,1.0,357.0,355.0
2015/12/22,18,-1.3,1026.9,90.0,1.0,383.0,298.0
2015/12/22,21,-1.3,1026.4,40.0,1.0,396.0,346.0
2015/12/23,0,-2.7,1027.2,180.0,1.0,306.0,289.0
2015/12/23,3,-0.1,1028.1,250.0,2.0,280.0,272.0
2015/12/23,6,6.7,1025.7,360.0,1.0,113.0,117.0
2015/12/23,9,1.8,1025.6,200.0,2.0,90.0,98.0
2015/12/23,12,-0.4,1026.6,70.0,1.0,390.0,352.0
2015/12/23,15,-0.6,1028.0,70.0,1.0,258.0,283.0
2015/12/23,18,0.8,1027.3,40.0,1.0,58.0,75.0
2015/12/23,21,-0.1,1026.4,70.0,1.0,38.0,40.0
2015/12/24,0,-2.4,1028.2,90.0,1.0,26.0,33.0
2015/12/24,3,3.0,1028.9,140.0,1.0,54.0,67.0
2015/12/24,6,2.1,1026.9,180.0,2.0,27.0,
2015/12/24,9,-0.2,1027.3,250.0,1.0,105.0,89.0
2015/12/24,12,-0.9,1027.6,220.0,1.0,82.0,47.0
2015/12/24,15,-2.9,1026.3,200.0,1.0,482.0,432.0
2015/12/24,18,-4.5,1024.2,200.0,1.0,625.0,
2015/12/24,21,-4.8,1021.7,160.0,1.0,637.0,470.0
2015/12/25,0,-5.4,1021.0,220.0,2.0,606.0,537.0
2015/12/25,3,-4.3,1020.1,200.0,2.0,575.0,541.0
2015/12/25,6,-3.1,1016.5,200.0,2.0,622.0,580.0
2015/12/25,9,-3.6,1016.8,250.0,2.0,532.0,569.0
2015/12/25,12,-3.9,1017.5,180.0,2.0,483.0,430.0
2015/12/25,15,-4.4,1017.3,360.0,1.0,479.0,411.0
2015/12/25,18,-3.6,1017.3,90.0,2.0,495.0,455.0
2015/12/25,21,-3.3,1017.8,90.0,1.0,494.0,430.0
2015/12/26,0,-4.2,1020.6,70.0,3.0,331.0,291.0
2015/12/26,3,-3.8,1025.8,90.0,1.0,342.0,291.0
2015/12/26,6,0.1,1026.5,200.0,2.0,133.0,122.0
2015/12/26,9,-1.2,1029.9,290.0,1.0,162.0,148.0
2015/12/26,12,-1.8,1034.1,180.0,3.0,108.0,143.0
2015/12/26,15,-3.1,1037.4,160.0,2.0,46.0,47.0
2015/12/26,18,-4.0,1038.8,110.0,2.0,30.0,28.0
2015/12/26,21,-5.1,1039.1,160.0,1.0,27.0,25.0
2015/12/27,0,-5.0,1039.8,220.0,1.0,21.0,19.0
2015/12/27,3,-4.3,1040.6,270.0,1.0,27.0,35.0
2015/12/27,6,-3.0,1038.1,200.0,3.0,59.0,60.0
2015/12/27,9,-2.8,1038.0,250.0,1.0,71.0,78.0
2015/12/27,12,-3.1,1038.0,200.0,1.0,87.0,88.0
2015/12/27,15,-5.3,1038.1,70.0,1.0,111.0,98.0
2015/12/27,18,-7.0,1037.3,70.0,1.0,122.0,130.0
2015/12/27,21,-7.7,1036.4,90.0,1.0,67.0,67.0
2015/12/28,0,-7.4,1037.1,70.0,1.0,71.0,89.0
2015/12/28,3,-1.0,1037.0,40.0,1.0,88.0,53.0
2015/12/28,6,3.1,1034.3,180.0,3.0,66.0,61.0
2015/12/28,9,1.0,1033.4,220.0,2.0,103.0,104.0
2015/12/28,12,-0.8,1033.6,180.0,1.0,176.0,149.0
2015/12/28,15,-1.6,1033.1,220.0,1.0,241.0,234.0
2015/12/28,18,-3.9,1032.2,40.0,1.0,260.0,289.0
2015/12/28,21,-5.0,1030.4,70.0,2.0,293.0,317.0
2015/12/29,0,-4.2,1030.2,70.0,1.0,246.0,263.0
2015/12/29,3,0.0,1029.4,40.0,1.0,191.0,181.0
2015/12/29,6,3.0,1026.1,40.0,2.0,246.0,250.0
2015/12/29,9,1.0,1026.8,360.0,1.0,334.0,353.0
2015/12/29,12,-1.3,1028.1,90.0,1.0,516.0,507.0
2015/12/29,15,-3.0,1028.7,340.0,1.0,513.0,464.0
2015/12/29,18,-3.3,1028.6,90.0,1.0,273.0,462.0
2015/12/29,21,-2.5,1028.6,40.0,2.0,55.0,194.0
2015/12/30,0,2.3,1030.4,320.0,4.0,7.0,7.0
2015/12/30,3,4.6,1031.4,340.0,5.0,10.0,8.0
2015/12/30,6,6.1,1030.3,320.0,4.0,8.0,9.0
2015/12/30,9,4.9,1031.0,340.0,2.0,7.0,7.0
2015/12/30,12,3.3,1033.3,340.0,2.0,14.0,18.0
2015/12/30,15,0.2,1034.5,40.0,1.0,18.0,29.0
2015/12/30,18,-4.7,1034.9,270.0,1.0,25.0,24.0
2015/12/30,21,-6.2,1034.5,70.0,1.0,21.0,21.0
2015/12/31,0,-4.1,1034.7,70.0,1.0,11.0,16.0
2015/12/31,3,1.3,1034.9,40.0,1.0,28.0,24.0
2015/12/31,6,4.3,1031.6,270.0,1.0,55.0,48.0
2015/12/31,9,2.9,1030.8,220.0,1.0,86.0,68.0
2015/12/31,12,-1.1,1030.6,90.0,1.0,140.0,122.0
2015/12/31,15,-1.6,1029.5,70.0,2.0,204.0,221.0
2015/12/31,18,-3.1,1027.9,70.0,2.0,219.0,233.0
2015/12/31,21,-3.8,1025.8,70.0,2.0,116.0,204.0
2016/1/1,0,-4.9,1025.7,70.0,1.0,106.0,117.0
2016/1/1,3,1.4,1024.9,20.0,1.0,103.0,112.0
2016/1/1,6,4.9,1021.0,90.0,1.0,172.0,163.0
2016/1/1,9,2.8,1021.3,180.0,1.0,204.0,201.0
2016/1/1,12,-1.2,1022.0,180.0,1.0,260.0,299.0
2016/1/1,15,-2.9,1021.6,0.0,0.0,285.0,341.0
2016/1/1,18,-4.0,1021.2,40.0,1.0,306.0,393.0
2016/1/1,21,-5.1,1020.3,180.0,1.0,204.0,217.0
2016/1/2,0,-3.7,1020.6,220.0,1.0,195.0,186.0
2016/1/2,3,2.8,1021.3,180.0,2.0,222.0,235.0
2016/1/2,6,7.7,1018.4,270.0,1.0,210.0,222.0
2016/1/2,9,5.0,1018.9,40.0,2.0,208.0,228.0
2016/1/2,12,0.4,1020.8,40.0,1.0,416.0,426.0
2016/1/2,15,-1.5,1021.5,70.0,2.0,504.0,497.0
2016/1/2,18,-1.8,1021.2,70.0,2.0,482.0,541.0
2016/1/2,21,-3.3,1022.2,90.0,3.0,234.0,228.0
2016/1/3,0,-1.9,1023.4,40.0,1.0,178.0,169.0
2016/1/3,3,1.1,1024.2,180.0,2.0,145.0,127.0
2016/1/3,6,3.2,1021.9,160.0,2.0,119.0,95.0
2016/1/3,9,0.2,1022.9,250.0,2.0,199.0,147.0
2016/1/3,12,-1.2,1025.4,290.0,2.0,239.0,208.0
2016/1/3,15,-2.4,1026.7,290.0,2.0,247.0,216.0
2016/1/3,18,-4.2,1028.0,360.0,1.0,251.0,221.0
2016/1/3,21,-0.8,1029.0,20.0,2.0,10.0,13.0
2016/1/4,0,-0.8,1031.1,20.0,3.0,10.0,7.0
2016/1/4,3,0.6,1031.7,20.0,5.0,10.0,9.0
2016/1/4,6,1.8,1029.4,20.0,5.0,13.0,17.0
2016/1/4,9,1.2,1029.3,360.0,4.0,17.0,13.0
2016/1/4,12,0.2,1030.8,360.0,3.0,18.0,12.0
2016/1/4,15,-1.7,1031.8,360.0,4.0,14.0,11.0
2016/1/4,18,-3.3,1031.5,360.0,4.0,9.0,11.0
2016/1/4,21,-4.6,1031.2,20.0,2.0,12.0,9.0
2016/1/5,0,-5.6,1032.0,20.0,1.0,11.0,10.0
2016/1/5,3,-1.1,1032.0,270.0,2.0,14.0,11.0
2016/1/5,6,0.4,1028.7,250.0,3.0,25.0,18.0
2016/1/5,9,-1.1,1028.4,200.0,2.0,52.0,45.0
2016/1/5,12,-2.6,1029.8,250.0,2.0,88.0,82.0
2016/1/5,15,-6.1,1030.5,200.0,1.0,124.0,88.0
2016/1/5,18,-6.6,1030.2,70.0,2.0,43.0,61.0
2016/1/5,21,-6.4,1030.1,40.0,2.0,29.0,26.0
2016/1/6,0,-5.3,1031.5,40.0,2.0,24.0,21.0
2016/1/6,3,1.3,1032.3,340.0,2.0,20.0,27.0
2016/1/6,6,3.6,1029.5,340.0,4.0,16.0,13.0
2016/1/6,9,2.3,1030.6,340.0,5.0,9.0,13.0
2016/1/6,15,-2.4,1034.7,360.0,4.0,13.0,6.0
2016/1/6,18,-4.0,1035.2,360.0,4.0,12.0,10.0
2016/1/6,21,-4.7,1034.3,360.0,4.0,6.0,9.0
2016/1/7,0,-5.1,1034.6,340.0,3.0,12.0,9.0
2016/1/7,3,-1.9,1033.2,340.0,5.0,8.0,12.0
2016/1/7,6,1.1,1029.6,320.0,4.0,15.0,11.0
2016/1/7,9,0.5,1029.1,360.0,3.0,12.0,9.0
2016/1/7,12,-2.2,1029.0,320.0,1.0,15.0,12.0
2016/1/7,15,-2.6,1028.9,360.0,1.0,15.0,13.0
2016/1/7,18,-3.9,1028.5,40.0,1.0,12.0,14.0
2016/1/7,21,-3.2,1027.7,360.0,3.0,11.0,9.0
2016/1/8,0,-3.4,1029.4,20.0,3.0,8.0,13.0
2016/1/8,3,-1.3,1029.8,40.0,4.0,19.0,23.0
2016/1/8,6,1.4,1027.2,70.0,4.0,9.0,20.0
2016/1/8,9,0.7,1027.1,200.0,1.0,9.0,19.0
2016/1/8,12,-2.0,1027.4,220.0,1.0,108.0,94.0
2016/1/8,15,-5.0,1027.1,250.0,2.0,143.0,133.0
2016/1/8,18,-7.2,1026.8,70.0,1.0,117.0,112.0
2016/1/8,21,-7.6,1025.9,70.0,1.0,66.0,79.0
2016/1/9,0,-7.6,1025.9,40.0,1.0,21.0,25.0
