,index,shunt,shunt_v,source,source_v,bias,millisecs,current_a,power_w,secs
2711,2711,744,0.531738,1654,1.198242,18,27260513,0.15192514285714287,0.18204308702742858,27260.513
2712,2712,744,0.531738,1653,1.19751,18,27270513,0.15192514285714287,0.18193187782285716,27270.513
2713,2713,745,0.532471,1653,1.19751,18,27280514,0.15213457142857142,0.18218267063142857,27280.514
2714,2714,745,0.532471,1653,1.19751,18,27290514,0.15213457142857142,0.18218267063142857,27290.514
2715,2715,745,0.532471,1653,1.19751,18,27300514,0.15213457142857142,0.18218267063142857,27300.514
2716,2716,744,0.531738,1654,1.198242,18,27310514,0.15192514285714287,0.18204308702742858,27310.514
2717,2717,744,0.531738,1657,1.200439,18,27320514,0.15192514285714287,0.18237686656628574,27320.514
2718,2718,743,0.531006,1652,1.196777,18,27330514,0.151716,0.181570219332,27330.514
2719,2719,742,0.530273,1653,1.19751,18,27340515,0.15150657142857143,0.1814306343514286,27340.515
2720,2720,737,0.526611,1654,1.198242,18,27350515,0.15046028571428574,0.18028783367485718,27350.515
2721,2721,738,0.527344,1654,1.198242,18,27360515,0.1506697142857143,0.18053877978514288,27360.515
2722,2722,737,0.526611,1651,1.196045,18,27370515,0.15046028571428574,0.1799572724271429,27370.515
2723,2723,738,0.527344,1654,1.198242,18,27380515,0.1506697142857143,0.18053877978514288,27380.515
2724,2724,738,0.527344,1654,1.198242,18,27390516,0.1506697142857143,0.18053877978514288,27390.516
2725,2725,737,0.526611,1653,1.19751,18,27400516,0.15046028571428574,0.18017769674571432,27400.516
2726,2726,737,0.526611,1654,1.198242,18,27410516,0.15046028571428574,0.18028783367485718,27410.516
2727,2727,738,0.527344,1653,1.19751,18,27420516,0.1506697142857143,0.18042848955428573,27420.516
2728,2728,737,0.526611,1656,1.199707,18,27430516,0.15046028571428574,0.18050825799342862,27430.516
2729,2729,734,0.524414,1654,1.198242,18,27440517,0.14983257142857145,0.1795356800537143,27440.517
2730,2730,736,0.525879,1654,1.198242,18,27450517,0.15025114285714286,0.18003722991942858,27450.517
2731,2731,737,0.526611,1652,1.196777,18,27460517,0.15046028571428574,0.18006740935628573,27460.517
2732,2732,737,0.527344,1652,1.19751,17,27470517,0.1506697142857143,0.18042848955428573,27470.517
2733,2733,737,0.526611,1654,1.198242,18,27480517,0.15046028571428574,0.18028783367485718,27480.517
2734,2734,738,0.528076,1653,1.198242,17,27490518,0.15087885714285715,0.18078938354057145,27490.518
2735,2735,738,0.527344,1652,1.196777,18,27500518,0.1506697142857143,0.18031804865371429,27500.518
2736,2736,737,0.527344,1653,1.198242,17,27510518,0.1506697142857143,0.18053877978514288,27510.518
2737,2737,737,0.526611,1656,1.199707,18,27520518,0.15046028571428574,0.18050825799342862,27520.518
2738,2738,736,0.525879,1653,1.19751,18,27530518,0.15025114285714286,0.17992724608285715,27530.518
2739,2739,737,0.526611,1652,1.196777,18,27540518,0.15046028571428574,0.18006740935628573,27540.518
2740,2740,737,0.526611,1653,1.19751,18,27550519,0.15046028571428574,0.18017769674571432,27550.519
2741,2741,737,0.526611,1654,1.198242,18,27560519,0.15046028571428574,0.18028783367485718,27560.519
2742,2742,738,0.527344,1654,1.198242,18,27570519,0.1506697142857143,0.18053877978514288,27570.519
2743,2743,738,0.526611,1654,1.19751,19,27580519,0.15046028571428574,0.18017769674571432,27580.519
2744,2744,740,0.528809,1652,1.196777,18,27590519,0.1510882857142857,0.18081898531228568,27590.519
2745,2745,739,0.528076,1651,1.196045,18,27600520,0.15087885714285715,0.18045790269142858,27600.52
2746,2746,738,0.527344,1651,1.196045,18,27610520,0.1506697142857143,0.18020775842285716,27610.52
2747,2747,739,0.528076,1656,1.199707,18,27620520,0.15087885714285715,0.18101042106628573,27620.52
2748,2748,739,0.528076,1653,1.19751,18,27630520,0.15087885714285715,0.18067894021714287,27630.52
2749,2749,738,0.527344,1654,1.198242,18,27640520,0.1506697142857143,0.18053877978514288,27640.52
2750,2750,740,0.528809,1653,1.19751,18,27650521,0.1510882857142857,0.18092973302571427,27650.521
2751,2751,739,0.528076,1653,1.19751,18,27660521,0.15087885714285715,0.18067894021714287,27660.521
2752,2752,739,0.528076,1658,1.201172,18,27670521,0.15087885714285715,0.181231458592,27670.521
2753,2753,740,0.528809,1653,1.19751,18,27680521,0.1510882857142857,0.18092973302571427,27680.521
2754,2754,738,0.527344,1654,1.198242,18,27690521,0.1506697142857143,0.18053877978514288,27690.521
2755,2755,739,0.528076,1652,1.196777,18,27700521,0.15087885714285715,0.18056834601485713,27700.521
2756,2756,739,0.528076,1654,1.198242,18,27710522,0.15087885714285715,0.18078938354057145,27710.522
2757,2757,740,0.528809,1653,1.19751,18,27720522,0.1510882857142857,0.18092973302571427,27720.522
2758,2758,740,0.528809,1654,1.198242,18,27730522,0.1510882857142857,0.18104032965085715,27730.522
2759,2759,739,0.528076,1653,1.19751,18,27740522,0.15087885714285715,0.18067894021714287,27740.522
2760,2760,739,0.528076,1652,1.196777,18,27750522,0.15087885714285715,0.18056834601485713,27750.522
2761,2761,738,0.527344,1653,1.19751,18,27760523,0.1506697142857143,0.18042848955428573,27760.523
2762,2762,740,0.528809,1653,1.19751,18,27770523,0.1510882857142857,0.18092973302571427,27770.523
2763,2763,739,0.528076,1653,1.19751,18,27780523,0.15087885714285715,0.18067894021714287,27780.523
2764,2764,740,0.528809,1653,1.19751,18,27790523,0.1510882857142857,0.18092973302571427,27790.523
2765,2765,739,0.528076,1653,1.19751,18,27800523,0.15087885714285715,0.18067894021714287,27800.523
2766,2766,739,0.528076,1654,1.198242,18,27810524,0.15087885714285715,0.18078938354057145,27810.524
2767,2767,738,0.528076,1654,1.198975,17,27820524,0.15087885714285715,0.18089997774285713,27820.524
2768,2768,739,0.528076,1653,1.19751,18,27830524,0.15087885714285715,0.18067894021714287,27830.524
2769,2769,737,0.526611,1652,1.196777,18,27840524,0.15046028571428574,0.18006740935628573,27840.524
2770,2770,739,0.528076,1666,1.207031,18,27850524,0.15087885714285715,0.182115457816,27850.524
2771,2771,739,0.528076,1653,1.19751,18,27860524,0.15087885714285715,0.18067894021714287,27860.524
2772,2772,740,0.528809,1653,1.19751,18,27870525,0.1510882857142857,0.18092973302571427,27870.525
2773,2773,739,0.528076,1653,1.19751,18,27880525,0.15087885714285715,0.18067894021714287,27880.525
2774,2774,738,0.527344,1652,1.196777,18,27890525,0.1506697142857143,0.18031804865371429,27890.525
2775,2775,742,0.530273,1653,1.19751,18,27900525,0.15150657142857143,0.1814306343514286,27900.525
2776,2776,740,0.528809,1654,1.198242,18,27910525,0.1510882857142857,0.18104032965085715,27910.525
2777,2777,741,0.529541,1654,1.198242,18,27920526,0.15129742857142858,0.18129093340628574,27920.526
2778,2778,741,0.529541,1653,1.19751,18,27930526,0.15129742857142858,0.18118018368857144,27930.526
2779,2779,741,0.529541,1654,1.198242,18,27940526,0.15129742857142858,0.18129093340628574,27940.526
2780,2780,739,0.528076,1652,1.196777,18,27950526,0.15087885714285715,0.18056834601485713,27950.526
2781,2781,742,0.530273,1657,1.200439,18,27960526,0.15150657142857143,0.18187439709914288,27960.526
2782,2782,741,0.529541,1653,1.19751,18,27970527,0.15129742857142858,0.18118018368857144,27970.527
2783,2783,742,0.531006,1656,1.200439,17,27980527,0.151716,0.182125803324,27980.527
2784,2784,741,0.529541,1652,1.196777,18,27990527,0.15129742857142858,0.1810692826734286,27990.527
2785,2785,741,0.529541,1652,1.196777,18,28000527,0.15129742857142858,0.1810692826734286,28000.527
2786,2786,741,0.529541,1653,1.19751,18,28010527,0.15129742857142858,0.18118018368857144,28010.527
2787,2787,742,0.530273,1652,1.196777,18,28020527,0.15150657142857143,0.18131958003457144,28020.527
2788,2788,742,0.529541,1653,1.196777,19,28030528,0.15129742857142858,0.1810692826734286,28030.528
2789,2789,742,0.530273,1652,1.196777,18,28040528,0.15150657142857143,0.18131958003457144,28040.528
2790,2790,741,0.529541,1653,1.19751,18,28050528,0.15129742857142858,0.18118018368857144,28050.528
2791,2791,741,0.529541,1648,1.193848,18,28060528,0.15129742857142858,0.18062613250514287,28060.528
2792,2792,741,0.529541,1651,1.196045,18,28070528,0.15129742857142858,0.1809585329557143,28070.528
2793,2793,742,0.530273,1654,1.198242,18,28080529,0.15150657142857143,0.1815415371617143,28080.529
2794,2794,742,0.530273,1652,1.196777,18,28090529,0.15150657142857143,0.18131958003457144,28090.529
2795,2795,740,0.528809,1653,1.19751,18,28100529,0.1510882857142857,0.18092973302571427,28100.529
2796,2796,741,0.529541,1651,1.196045,18,28110529,0.15129742857142858,0.1809585329557143,28110.529
2797,2797,742,0.530273,1653,1.19751,18,28120529,0.15150657142857143,0.1814306343514286,28120.529
2798,2798,742,0.530273,1652,1.196777,18,28130530,0.15150657142857143,0.18131958003457144,28130.53
2799,2799,747,0.533936,1651,1.196045,18,28140530,0.15255314285714286,0.18246042374857144,28140.53
2800,2800,747,0.533936,1652,1.196777,18,28150530,0.15255314285714286,0.18257209264914287,28150.53
2801,2801,746,0.533203,1656,1.199707,18,28160530,0.15234371428571428,0.18276782043457143,28160.53
2802,2802,747,0.533936,1653,1.19751,18,28170530,0.15255314285714286,0.18268391410285717,28170.53
2803,2803,746,0.533203,1653,1.19751,18,28180530,0.15234371428571428,0.1824331212942857,28180.53
2804,2804,747,0.533936,1653,1.19751,18,28190531,0.15255314285714286,0.18268391410285717,28190.531
2805,2805,747,0.533936,1653,1.19751,18,28200531,0.15255314285714286,0.18268391410285717,28200.531
2806,2806,747,0.534668,1651,1.196777,17,28210531,0.1527622857142857,0.18282239001028572,28210.531
2807,2807,748,0.534668,1653,1.19751,18,28220531,0.1527622857142857,0.18293436476571429,28220.531
2808,2808,746,0.533203,1651,1.196045,18,28230531,0.15234371428571428,0.18220993775285713,28230.531
2809,2809,747,0.533936,1652,1.196777,18,28240532,0.15255314285714286,0.18257209264914287,28240.532
2810,2810,747,0.533936,1652,1.196777,18,28250532,0.15255314285714286,0.18257209264914287,28250.532
2811,2811,747,0.533936,1654,1.198242,18,28260532,0.15255314285714286,0.18279558300342857,28260.532
2812,2812,747,0.533936,1652,1.196777,18,28270532,0.15255314285714286,0.18257209264914287,28270.532
2813,2813,746,0.533203,1652,1.196777,18,28280532,0.15234371428571428,0.18232145335171426,28280.532
2814,2814,747,0.534668,1653,1.198242,17,28290533,0.1527622857142857,0.18304618675885714,28290.533
2815,2815,747,0.533936,1653,1.19751,18,28300533,0.15255314285714286,0.18268391410285717,28300.533
2816,2816,746,0.533203,1653,1.19751,18,28310533,0.15234371428571428,0.1824331212942857,28310.533
2817,2817,746,0.533203,1652,1.196777,18,28320533,0.15234371428571428,0.18232145335171426,28320.533
2818,2818,746,0.533203,1653,1.19751,18,28330533,0.15234371428571428,0.1824331212942857,28330.533
2819,2819,747,0.533936,1652,1.196777,18,28340533,0.15255314285714286,0.18257209264914287,28340.533
2820,2820,747,0.534668,1652,1.19751,17,28350534,0.1527622857142857,0.18293436476571429,28350.534
2821,2821,747,0.533936,1653,1.19751,18,28360534,0.15255314285714286,0.18268391410285717,28360.534
2822,2822,748,0.534668,1652,1.196777,18,28370534,0.1527622857142857,0.18282239001028572,28370.534
2823,2823,747,0.533203,1652,1.196045,19,28380534,0.15234371428571428,0.18220993775285713,28380.534
2824,2824,747,0.533936,1653,1.19751,18,28390534,0.15255314285714286,0.18268391410285717,28390.534
2825,2825,747,0.533936,1652,1.196777,18,28400535,0.15255314285714286,0.18257209264914287,28400.535
2826,2826,746,0.533203,1653,1.19751,18,28410535,0.15234371428571428,0.1824331212942857,28410.535
2827,2827,746,0.533203,1656,1.199707,18,28420535,0.15234371428571428,0.18276782043457143,28420.535
2828,2828,746,0.533203,1652,1.196777,18,28430535,0.15234371428571428,0.18232145335171426,28430.535
2829,2829,747,0.533936,1653,1.19751,18,28440535,0.15255314285714286,0.18268391410285717,28440.535
2830,2830,747,0.533936,1655,1.198975,18,28450536,0.15255314285714286,0.18290740445714285,28450.536
2831,2831,747,0.533936,1653,1.19751,18,28460536,0.15255314285714286,0.18268391410285717,28460.536
2832,2832,747,0.533936,1653,1.19751,18,28470536,0.15255314285714286,0.18268391410285717,28470.536
2833,2833,748,0.534668,1650,1.195312,18,28480536,0.1527622857142857,0.18259859326171426,28480.536
2834,2834,747,0.533936,1652,1.196777,18,28490536,0.15255314285714286,0.18257209264914287,28490.536
2835,2835,747,0.533936,1652,1.196777,18,28500537,0.15255314285714286,0.18257209264914287,28500.537
2836,2836,747,0.533936,1654,1.198242,18,28510537,0.15255314285714286,0.18279558300342857,28510.537
2837,2837,747,0.533936,1652,1.196777,18,28520537,0.15255314285714286,0.18257209264914287,28520.537
2838,2838,747,0.533936,1653,1.19751,18,28530537,0.15255314285714286,0.18268391410285717,28530.537
2839,2839,746,0.533203,1650,1.195312,18,28540537,0.15234371428571428,0.1820982698102857,28540.537
2840,2840,747,0.533936,1654,1.198242,18,28550537,0.15255314285714286,0.18279558300342857,28550.537
2841,2841,746,0.533203,1653,1.19751,18,28560538,0.15234371428571428,0.1824331212942857,28560.538
2842,2842,747,0.533936,1652,1.196777,18,28570538,0.15255314285714286,0.18257209264914287,28570.538
2843,2843,747,0.533203,1652,1.196045,19,28580538,0.15234371428571428,0.18220993775285713,28580.538
2844,2844,748,0.534668,1652,1.196777,18,28590538,0.1527622857142857,0.18282239001028572,28590.538
2845,2845,748,0.534668,1653,1.19751,18,28600538,0.1527622857142857,0.18293436476571429,28600.538
2846,2846,748,0.534668,1652,1.196777,18,28610539,0.1527622857142857,0.18282239001028572,28610.539
2847,2847,747,0.533936,1651,1.196045,18,28620539,0.15255314285714286,0.18246042374857144,28620.539
2848,2848,746,0.533203,1653,1.19751,18,28630539,0.15234371428571428,0.1824331212942857,28630.539
2849,2849,746,0.533203,1652,1.196777,18,28640539,0.15234371428571428,0.18232145335171426,28640.539
2850,2850,747,0.533936,1652,1.196777,18,28650539,0.15255314285714286,0.18257209264914287,28650.539
2851,2851,747,0.533936,1652,1.196777,18,28660540,0.15255314285714286,0.18257209264914287,28660.54
2852,2852,747,0.533936,1653,1.19751,18,28670540,0.15255314285714286,0.18268391410285717,28670.54
2853,2853,746,0.533203,1652,1.196777,18,28680540,0.15234371428571428,0.18232145335171426,28680.54
2854,2854,744,0.531738,1652,1.196777,18,28690540,0.15192514285714287,0.18182051669314286,28690.54
2855,2855,748,0.534668,1652,1.196777,18,28700540,0.1527622857142857,0.18282239001028572,28700.54
2856,2856,747,0.533936,1649,1.19458,18,28710540,0.15255314285714286,0.1822369333942857,28710.54
2857,2857,746,0.533203,1648,1.193848,18,28720541,0.15234371428571428,0.18187523861257143,28720.541
2858,2858,747,0.533936,1653,1.19751,18,28730541,0.15255314285714286,0.18268391410285717,28730.541
2859,2859,747,0.533936,1653,1.19751,18,28740541,0.15255314285714286,0.18268391410285717,28740.541
2860,2860,746,0.533203,1654,1.198242,18,28750541,0.15234371428571428,0.18254463689314285,28750.541
2861,2861,747,0.533936,1653,1.19751,18,28760541,0.15255314285714286,0.18268391410285717,28760.541
2862,2862,745,0.532471,1653,1.19751,18,28770542,0.15213457142857142,0.18218267063142857,28770.542
2863,2863,746,0.533203,1651,1.196045,18,28780542,0.15234371428571428,0.18220993775285713,28780.542
2864,2864,747,0.533936,1654,1.198242,18,28790542,0.15255314285714286,0.18279558300342857,28790.542
2865,2865,746,0.533203,1652,1.196777,18,28800542,0.15234371428571428,0.18232145335171426,28800.542
2866,2866,747,0.533936,1655,1.198975,18,28810542,0.15255314285714286,0.18290740445714285,28810.542
2867,2867,745,0.532471,1652,1.196777,18,28820542,0.15213457142857142,0.18207115599057141,28820.542
2868,2868,749,0.5354,1654,1.198242,18,28830543,0.15297142857142856,0.1832967905142857,28830.543
2869,2869,747,0.533936,1650,1.195312,18,28840543,0.15255314285714286,0.18234860229485714,28840.543
2870,2870,747,0.533936,1652,1.196777,18,28850543,0.15255314285714286,0.18257209264914287,28850.543
2871,2871,747,0.533936,1653,1.19751,18,28860543,0.15255314285714286,0.18268391410285717,28860.543
2872,2872,747,0.533936,1652,1.196777,18,28870543,0.15255314285714286,0.18257209264914287,28870.543
2873,2873,747,0.533936,1652,1.196777,18,28880544,0.15255314285714286,0.18257209264914287,28880.544
2874,2874,746,0.533203,1656,1.199707,18,28890544,0.15234371428571428,0.18276782043457143,28890.544
2875,2875,749,0.5354,1651,1.196045,18,28900544,0.15297142857142856,0.18296071228571428,28900.544
2876,2876,747,0.533936,1651,1.196045,18,28910544,0.15255314285714286,0.18246042374857144,28910.544
2877,2877,748,0.534668,1652,1.196777,18,28920544,0.1527622857142857,0.18282239001028572,28920.544
2878,2878,746,0.533936,1653,1.198242,17,28930545,0.15255314285714286,0.18279558300342857,28930.545
2879,2879,745,0.531738,1651,1.195312,19,28940545,0.15192514285714287,0.18159794635885715,28940.545
2880,2880,747,0.533936,1650,1.195312,18,28950545,0.15255314285714286,0.18234860229485714,28950.545
2881,2881,747,0.533936,1653,1.19751,18,28960545,0.15255314285714286,0.18268391410285717,28960.545
2882,2882,746,0.533203,1649,1.19458,18,28970545,0.15234371428571428,0.18198675421142857,28970.545
2883,2883,748,0.5354,1653,1.198242,17,28980546,0.15297142857142856,0.1832967905142857,28980.546
2884,2884,747,0.533936,1654,1.198242,18,28990546,0.15255314285714286,0.18279558300342857,28990.546
2885,2885,750,0.536133,1652,1.196777,18,29000546,0.15318085714285715,0.18332332666885715,29000.546
2886,2886,747,0.533936,1652,1.196777,18,29010546,0.15255314285714286,0.18257209264914287,29010.546
2887,2887,748,0.534668,1652,1.196777,18,29020546,0.1527622857142857,0.18282239001028572,29020.546
2888,2888,747,0.533936,1652,1.196777,18,29030546,0.15255314285714286,0.18257209264914287,29030.546
2889,2889,746,0.533203,1652,1.196777,18,29040547,0.15234371428571428,0.18232145335171426,29040.547
2890,2890,748,0.534668,1652,1.196777,18,29050547,0.1527622857142857,0.18282239001028572,29050.547
2891,2891,748,0.534668,1652,1.196777,18,29060547,0.1527622857142857,0.18282239001028572,29060.547
2892,2892,747,0.533936,1652,1.196777,18,29070547,0.15255314285714286,0.18257209264914287,29070.547
2893,2893,748,0.534668,1658,1.201172,18,29080547,0.1527622857142857,0.183493780256,29080.547
2894,2894,747,0.533936,1651,1.196045,18,29090548,0.15255314285714286,0.18246042374857144,29090.548
2895,2895,751,0.536865,1652,1.196777,18,29100548,0.15339,0.18357362403,29100.548
2896,2896,747,0.533936,1653,1.19751,18,29110548,0.15255314285714286,0.18268391410285717,29110.548
2897,2897,746,0.533203,1652,1.196777,18,29120548,0.15234371428571428,0.18232145335171426,29120.548
2898,2898,747,0.533936,1653,1.19751,18,29130548,0.15255314285714286,0.18268391410285717,29130.548
2899,2899,748,0.5354,1652,1.19751,17,29140549,0.15297142857142856,0.18318481542857143,29140.549
2900,2900,747,0.533936,1652,1.196777,18,29150549,0.15255314285714286,0.18257209264914287,29150.549
2901,2901,746,0.533203,1652,1.196777,18,29160549,0.15234371428571428,0.18232145335171426,29160.549
2902,2902,746,0.533203,1654,1.198242,18,29170549,0.15234371428571428,0.18254463689314285,29170.549
2903,2903,748,0.534668,1652,1.196777,18,29180549,0.1527622857142857,0.18282239001028572,29180.549
2904,2904,748,0.534668,1652,1.196777,18,29190549,0.1527622857142857,0.18282239001028572,29190.549
2905,2905,746,0.533203,1651,1.196045,18,29200550,0.15234371428571428,0.18220993775285713,29200.55
2906,2906,747,0.533936,1652,1.196777,18,29210550,0.15255314285714286,0.18257209264914287,29210.55
2907,2907,747,0.533936,1651,1.196045,18,29220550,0.15255314285714286,0.18246042374857144,29220.55
2908,2908,746,0.533203,1652,1.196777,18,29230550,0.15234371428571428,0.18232145335171426,29230.55
2909,2909,747,0.533936,1651,1.196045,18,29240550,0.15255314285714286,0.18246042374857144,29240.55
2910,2910,747,0.533936,1652,1.196777,18,29250551,0.15255314285714286,0.18257209264914287,29250.551
2911,2911,747,0.533936,1652,1.196777,18,29260551,0.15255314285714286,0.18257209264914287,29260.551
2912,2912,747,0.533936,1652,1.196777,18,29270551,0.15255314285714286,0.18257209264914287,29270.551
2913,2913,749,0.534668,1652,1.196045,19,29280551,0.1527622857142857,0.18271056801714286,29280.551
2914,2914,746,0.533203,1650,1.195312,18,29290551,0.15234371428571428,0.1820982698102857,29290.551
2915,2915,748,0.534668,1654,1.198242,18,29300552,0.1527622857142857,0.18304618675885714,29300.552
2916,2916,749,0.5354,1653,1.19751,18,29310552,0.15297142857142856,0.18318481542857143,29310.552
2917,2917,749,0.5354,1652,1.196777,18,29320552,0.15297142857142856,0.18307268737142857,29320.552
2918,2918,746,0.533203,1651,1.196045,18,29330552,0.15234371428571428,0.18220993775285713,29330.552
2919,2919,746,0.533203,1652,1.196777,18,29340552,0.15234371428571428,0.18232145335171426,29340.552
2920,2920,747,0.533936,1653,1.19751,18,29350552,0.15255314285714286,0.18268391410285717,29350.552
2921,2921,747,0.533936,1653,1.19751,18,29360553,0.15255314285714286,0.18268391410285717,29360.553
2922,2922,749,0.534668,1653,1.196777,19,29370553,0.1527622857142857,0.18282239001028572,29370.553
2923,2923,747,0.533936,1654,1.198242,18,29380553,0.15255314285714286,0.18279558300342857,29380.553
2924,2924,747,0.533936,1651,1.196045,18,29390553,0.15255314285714286,0.18246042374857144,29390.553
2925,2925,747,0.533936,1653,1.19751,18,29400553,0.15255314285714286,0.18268391410285717,29400.553
2926,2926,746,0.533203,1652,1.196777,18,29410554,0.15234371428571428,0.18232145335171426,29410.554
2927,2927,747,0.533936,1652,1.196777,18,29420554,0.15255314285714286,0.18257209264914287,29420.554
2928,2928,748,0.534668,1652,1.196777,18,29430554,0.1527622857142857,0.18282239001028572,29430.554
2929,2929,747,0.533936,1653,1.19751,18,29440554,0.15255314285714286,0.18268391410285717,29440.554
2930,2930,748,0.534668,1652,1.196777,18,29450554,0.1527622857142857,0.18282239001028572,29450.554
2931,2931,748,0.534668,1651,1.196045,18,29460555,0.1527622857142857,0.18271056801714286,29460.555
2932,2932,749,0.5354,1652,1.196777,18,29470555,0.15297142857142856,0.18307268737142857,29470.555
2933,2933,748,0.534668,1651,1.196045,18,29480555,0.1527622857142857,0.18271056801714286,29480.555
2934,2934,748,0.534668,1652,1.196777,18,29490555,0.1527622857142857,0.18282239001028572,29490.555
2935,2935,750,0.536133,1651,1.196045,18,29500555,0.15318085714285715,0.18321119828142857,29500.555
2936,2936,747,0.533936,1651,1.196045,18,29510555,0.15255314285714286,0.18246042374857144,29510.555
2937,2937,747,0.533936,1652,1.196777,18,29520556,0.15255314285714286,0.18257209264914287,29520.556
2938,2938,747,0.533936,1652,1.196777,18,29530556,0.15255314285714286,0.18257209264914287,29530.556
2939,2939,748,0.534668,1652,1.196777,18,29540556,0.1527622857142857,0.18282239001028572,29540.556
2940,2940,748,0.534668,1648,1.193848,18,29550556,0.1527622857142857,0.18237494927542858,29550.556
2941,2941,748,0.534668,1652,1.196777,18,29560556,0.1527622857142857,0.18282239001028572,29560.556
2942,2942,748,0.534668,1652,1.196777,18,29570557,0.1527622857142857,0.18282239001028572,29570.557
2943,2943,748,0.534668,1651,1.196045,18,29580557,0.1527622857142857,0.18271056801714286,29580.557
2944,2944,747,0.533936,1651,1.196045,18,29590557,0.15255314285714286,0.18246042374857144,29590.557
2945,2945,748,0.534668,1654,1.198242,18,29600557,0.1527622857142857,0.18304618675885714,29600.557
2946,2946,747,0.533936,1651,1.196045,18,29610557,0.15255314285714286,0.18246042374857144,29610.557
2947,2947,748,0.534668,1652,1.196777,18,29620558,0.1527622857142857,0.18282239001028572,29620.558
2948,2948,749,0.5354,1652,1.196777,18,29630558,0.15297142857142856,0.18307268737142857,29630.558
2949,2949,748,0.534668,1652,1.196777,18,29640558,0.1527622857142857,0.18282239001028572,29640.558
2950,2950,747,0.533936,1652,1.196777,18,29650558,0.15255314285714286,0.18257209264914287,29650.558
2951,2951,748,0.534668,1652,1.196777,18,29660558,0.1527622857142857,0.18282239001028572,29660.558
2952,2952,749,0.5354,1652,1.196777,18,29670559,0.15297142857142856,0.18307268737142857,29670.559
2953,2953,749,0.5354,1650,1.195312,18,29680559,0.15297142857142856,0.18284858422857142,29680.559
2954,2954,749,0.5354,1651,1.196045,18,29690559,0.15297142857142856,0.18296071228571428,29690.559
2955,2955,748,0.534668,1651,1.196045,18,29700559,0.1527622857142857,0.18271056801714286,29700.559
2956,2956,749,0.5354,1651,1.196045,18,29710559,0.15297142857142856,0.18296071228571428,29710.559
2957,2957,747,0.533936,1652,1.196777,18,29720559,0.15255314285714286,0.18257209264914287,29720.559
2958,2958,747,0.533936,1650,1.195312,18,29730560,0.15255314285714286,0.18234860229485714,29730.56
2959,2959,748,0.533936,1650,1.19458,19,29740560,0.15255314285714286,0.1822369333942857,29740.56
2960,2960,749,0.5354,1652,1.196777,18,29750560,0.15297142857142856,0.18307268737142857,29750.56
2961,2961,747,0.533936,1653,1.19751,18,29760560,0.15255314285714286,0.18268391410285717,29760.56
2962,2962,749,0.5354,1657,1.200439,18,29770560,0.15297142857142856,0.18363286874285714,29770.56
2963,2963,747,0.533936,1652,1.196777,18,29780561,0.15255314285714286,0.18257209264914287,29780.561
2964,2964,748,0.534668,1653,1.19751,18,29790561,0.1527622857142857,0.18293436476571429,29790.561
2965,2965,747,0.533936,1652,1.196777,18,29800561,0.15255314285714286,0.18257209264914287,29800.561
2966,2966,748,0.534668,1651,1.196045,18,29810561,0.1527622857142857,0.18271056801714286,29810.561
2967,2967,748,0.533936,1653,1.196777,19,29820561,0.15255314285714286,0.18257209264914287,29820.561
2968,2968,747,0.533936,1652,1.196777,18,29830562,0.15255314285714286,0.18257209264914287,29830.562
2969,2969,749,0.5354,1656,1.199707,18,29840562,0.15297142857142856,0.18352089365714286,29840.562
2970,2970,749,0.5354,1652,1.196777,18,29850562,0.15297142857142856,0.18307268737142857,29850.562
2971,2971,749,0.5354,1651,1.196045,18,29860562,0.15297142857142856,0.18296071228571428,29860.562
2972,2972,757,0.54126,1652,1.196777,18,29870562,0.15464571428571428,0.18507643400571427,29870.562
2973,2973,757,0.540527,1652,1.196045,19,29880562,0.15443628571428572,0.18471274734714288,29880.562
2974,2974,757,0.54126,1650,1.195312,18,29890563,0.15464571428571428,0.18484987803428568,29890.563
2975,2975,757,0.540527,1652,1.196045,19,29900563,0.15443628571428572,0.18471274734714288,29900.563
2976,2976,757,0.541992,1649,1.195312,17,29910563,0.15485485714285716,0.18509986900114286,29910.563
2977,2977,756,0.54126,1652,1.19751,17,29920563,0.15464571428571428,0.1851897893142857,29920.563
2978,2978,756,0.540527,1652,1.196777,18,29930563,0.15443628571428572,0.18482579470828572,29930.563
2979,2979,755,0.539795,1652,1.196777,18,29940564,0.15422714285714287,0.18457549734714288,29940.564
2980,2980,755,0.539062,1652,1.196045,19,29950564,0.15401771428571429,0.18421211708285715,29950.564
2981,2981,755,0.539795,1652,1.196777,18,29960564,0.15422714285714287,0.18457549734714288,29960.564
2982,2982,754,0.539062,1649,1.19458,18,29970564,0.15401771428571429,0.18398648113142857,29970.564
2983,2983,752,0.537598,1651,1.196045,18,29980564,0.15359942857142858,0.1837118285457143,29980.564
2984,2984,752,0.537598,1651,1.196045,18,29990565,0.15359942857142858,0.1837118285457143,29990.565
2985,2985,756,0.540527,1650,1.195312,18,30000565,0.15443628571428572,0.18459954554971428,30000.565
2986,2986,754,0.539062,1651,1.196045,18,30010565,0.15401771428571429,0.18421211708285715,30010.565
2987,2987,755,0.539795,1650,1.195312,18,30020565,0.15422714285714287,0.18434955458285715,30020.565
2988,2988,755,0.539795,1650,1.195312,18,30030565,0.15422714285714287,0.18434955458285715,30030.565
2989,2989,754,0.539062,1651,1.196045,18,30040565,0.15401771428571429,0.18421211708285715,30040.565
