00333	0.230713	01265	0.913330	00018	30004
00330	0.228516	01259	0.908936	00018	40004
00332	0.229980	01250	0.902344	00018	50004
00331	0.229248	01248	0.900879	00018	60004
00329	0.227783	01244	0.897949	00018	70005
00329	0.227783	01239	0.894287	00018	80005
00328	0.227051	01235	0.891357	00018	90005
00330	0.228516	01231	0.888428	00018	100005
00330	0.228516	01227	0.885498	00018	110005
00329	0.227783	01226	0.884766	00018	120006
00329	0.227783	01224	0.883301	00018	130006
00327	0.226318	01221	0.881104	00018	140006
00327	0.225586	01218	0.878174	00019	150006
00328	0.226318	01214	0.875244	00019	160006
00326	0.225586	01213	0.875244	00018	170007
00326	0.225586	01212	0.874512	00018	180007
00326	0.225586	01206	0.870117	00018	190007
00329	0.227783	01206	0.870117	00018	200007
00328	0.227051	01201	0.866455	00018	210007
00326	0.224854	01201	0.865723	00019	220007
00325	0.224121	01200	0.864990	00019	230008
00328	0.227051	01198	0.864258	00018	240008
00326	0.225586	01195	0.862061	00018	250008
00328	0.227051	01194	0.861328	00018	260008
00326	0.225586	01189	0.857666	00018	270008
00328	0.227051	01187	0.856201	00018	280009
00324	0.224121	01187	0.856201	00018	290009
00324	0.224121	01185	0.854736	00018	300009
00324	0.224121	01184	0.854004	00018	310009
00323	0.223389	01180	0.851074	00018	320009
00323	0.223389	01182	0.852539	00018	330009
00321	0.221924	01179	0.850342	00018	340010
00321	0.221924	01176	0.848145	00018	350010
00320	0.220459	01174	0.845947	00019	360010
00319	0.220459	01174	0.846680	00018	370010
00317	0.218994	01172	0.845215	00018	380010
00318	0.218994	01170	0.843018	00019	390011
00318	0.218994	01165	0.839355	00019	400011
00320	0.221191	01166	0.840820	00018	410011
00321	0.222656	01163	0.839355	00017	420011
00320	0.221191	01161	0.837158	00018	430011
00317	0.218994	01160	0.836426	00018	440011
00316	0.217529	01158	0.834229	00019	450012
00318	0.219727	01155	0.832764	00018	460012
00317	0.218994	01154	0.832031	00018	470012
00313	0.216064	01154	0.832031	00018	480012
00315	0.217529	01146	0.826172	00018	490012
00313	0.216064	01150	0.829102	00018	500013
00314	0.216797	01148	0.827637	00018	510013
00312	0.215332	01147	0.826904	00018	520013
00314	0.216797	01145	0.825439	00018	530013
00313	0.216064	01144	0.824707	00018	540013
00312	0.215332	01145	0.825439	00018	550013
00311	0.214600	01140	0.821777	00018	560014
00311	0.214600	01138	0.820312	00018	570014
00311	0.215332	01137	0.820312	00017	580014
00310	0.213867	01135	0.818115	00018	590014
00309	0.213135	01133	0.816650	00018	600014
00308	0.212402	01132	0.815918	00018	610015
00305	0.209473	01130	0.813721	00019	620015
00308	0.212402	01128	0.812988	00018	630015
00307	0.211670	01125	0.810791	00018	640015
00308	0.212402	01124	0.810059	00018	650015
00306	0.210938	01123	0.809326	00018	660015
00306	0.210938	01124	0.810059	00018	670016
00304	0.208740	01121	0.807129	00019	680016
00304	0.209473	01118	0.805664	00018	690016
00304	0.209473	01116	0.804199	00018	700016
