00676	0.481934	01603	1.160889	00018	20004
00681	0.485596	01594	1.154297	00018	30004
00681	0.485596	01597	1.156494	00018	40004
00685	0.488525	01587	1.149170	00018	50004
00671	0.478271	01571	1.137451	00018	60004
00662	0.471680	01557	1.127197	00018	70005
00656	0.467285	01535	1.111084	00018	80005
00651	0.464355	01525	1.104492	00017	90005
00652	0.464355	01535	1.111084	00018	100005
00652	0.464355	01535	1.111084	00018	110005
00652	0.465088	01535	1.111816	00017	120006
00657	0.468018	01539	1.114014	00018	130006
00674	0.480469	01545	1.118408	00018	140006
00675	0.481201	01553	1.124268	00018	150006
00685	0.488525	01562	1.130859	00018	160006
00671	0.479004	01562	1.131592	00017	170006
00666	0.474609	01563	1.131592	00018	180007
00661	0.470947	01552	1.123535	00018	190007
00661	0.470947	01549	1.121338	00018	200007
00670	0.476807	01569	1.135254	00019	210007
00649	0.462158	01522	1.101562	00018	220007
00630	0.447510	01465	1.059082	00019	230008
00592	0.419678	01385	1.000488	00019	240008
00598	0.424805	01414	1.022461	00018	250008
00605	0.429932	01425	1.030518	00018	260008
00613	0.435791	01444	1.044434	00018	270008
00630	0.448242	01486	1.075195	00018	280008
00636	0.452637	01501	1.086182	00018	290009
00621	0.441650	01465	1.059814	00018	300009
00612	0.435059	01451	1.049561	00018	310009
00609	0.432861	01436	1.038574	00018	320009
00604	0.429199	01426	1.031250	00018	330009
00585	0.415283	01379	0.996826	00018	340010
00580	0.411621	01368	0.988770	00018	350010
00547	0.387451	01289	0.930908	00018	360010
00584	0.414551	01370	0.990234	00018	370010
00581	0.412354	01368	0.988770	00018	380010
00589	0.418213	01385	1.001221	00018	390010
00611	0.434326	01435	1.037842	00018	400011
00616	0.437256	01445	1.044434	00019	410011
00614	0.436523	01442	1.042969	00018	420011
00615	0.437256	01448	1.047363	00018	430011
00617	0.438721	01448	1.047363	00018	440011
00620	0.440186	01458	1.053955	00019	450012
00613	0.435791	01446	1.045898	00018	460012
00624	0.443848	01466	1.060547	00018	470012
00629	0.446777	01480	1.070068	00019	480012
00640	0.454834	01500	1.084717	00019	490012
00644	0.458496	01510	1.092773	00018	500012
00640	0.455566	01498	1.083984	00018	510013
00630	0.448242	01484	1.073730	00018	520013
00616	0.437988	01448	1.047363	00018	530013
00601	0.427002	01411	1.020264	00018	540013
00608	0.432129	01421	1.027588	00018	550013
00582	0.413086	01366	0.987305	00018	560014
00564	0.399902	01324	0.956543	00018	570014
00553	0.391846	01294	0.934570	00018	580014
00619	0.440186	01444	1.044434	00018	590014
00617	0.438721	01445	1.045166	00018	600014
00606	0.430664	01427	1.031982	00018	610014
00606	0.430664	01424	1.029785	00018	620015
00611	0.434326	01439	1.040771	00018	630015
00618	0.439453	01431	1.034912	00018	640015
00616	0.437988	01426	1.031250	00018	650015
00628	0.446777	01457	1.053955	00018	660015
00629	0.447510	01470	1.063477	00018	670016
00626	0.445312	01473	1.065674	00018	680016
00626	0.444580	01473	1.064941	00019	690016
00632	0.449707	01489	1.077393	00018	700016
00636	0.452637	01498	1.083984	00018	710016
